TAZ,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighPay,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,CollegeOn,CollegeOff,Hospital,ParkDistrict,ParkCostW,ParkCostU,ParkCostO,EmpSpaces,StudSpaces,OtherSpaces,SParking,Enplanements,AWDT,IEEI_Distance,PCT_AUTO_EE,PCT_AUTO_IEEI,PCT_CVSUT_EE,PCT_CVMUT_EE,PCT_CVSUT_IEEI,PCT_CVMUT_IEEI
46,Internal,72,145,66667,43,28.0,25.3,292,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
47,Internal,1,1,66667,43,28.0,25.3,138,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
48,Internal,62,185,66667,43,28.0,25.3,350,2,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
49,Internal,76,165,66667,43,28.0,25.3,2213,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
50,Internal,166,412,66667,43,28.0,25.3,16,37,33,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
51,Internal,39,107,66667,43,28.0,25.3,0,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
52,Internal,50,135,66667,43,28.0,25.3,2,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
53,Internal,159,341,50238,43,17.7,16.5,31,56,0,6,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
54,Internal,69,190,50238,43,17.7,16.5,0,10,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
55,Internal,128,372,50238,43,17.7,16.5,6,51,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,,,,0,,,,,,,,,
56,Internal,618,1321,47692,45,16.2,24.2,18,235,94,44,147,11,0,0,0,0,0,0,0,0,0,0,0,0,1859,0,0,0,0,0,0,0,,,,0,,,,,,,,,
57,Internal,1220,2752,47692,45,16.2,24.2,7,90,379,77,89,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
58,Internal,146,281,47692,45,16.2,24.2,3,0,203,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
59,Internal,295,682,47692,45,16.2,24.2,9,2,28,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
60,Internal,385,898,47692,45,16.2,24.2,1,3,10,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
61,Internal,50,127,47692,45,16.2,24.2,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
62,Internal,131,314,52083,45,19.3,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
63,Internal,739,1664,52083,45,19.3,16.9,0,225,184,81,361,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
64,Internal,112,213,52083,45,19.3,16.9,0,2,0,0,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
65,Internal,1021,2486,52083,45,19.3,16.9,20,59,248,26,422,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
66,Internal,1692,4060,52083,45,19.3,16.9,0,7,73,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
67,Internal,403,843,52083,45,19.3,16.9,9,32,7,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
68,Internal,97,266,52083,45,19.3,16.9,0,1,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
69,Internal,115,311,103671,45,21.7,25.6,5,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
70,Internal,548,1386,103671,45,21.7,25.6,60,140,755,21,218,32,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,,,,0,,,,,,,,,
71,Internal,300,680,71410,45,11.8,24.6,21,307,49,90,86,40,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,,,,0,,,,,,,,,
72,Internal,412,898,71410,45,11.8,24.6,0,12,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
73,Internal,431,997,71410,45,11.8,24.6,31,6,28,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
74,Internal,469,1135,103671,45,21.7,25.6,13,0,1,5,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
75,Internal,1737,4183,103671,45,21.7,25.6,6,7,4,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
76,Internal,85,167,103671,45,21.7,25.6,0,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
77,Internal,253,639,103671,45,21.7,25.6,3,51,13,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,0,0,0,0,0,0,,,,0,,,,,,,,,
78,Internal,223,387,103971,54,12.4,40.1,5,19,7,82,0,34,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
79,Internal,499,877,49632,54,7.4,22.6,0,45,311,0,0,58,0,0,0,0,0,1276,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
80,Internal,183,397,97464,54,21.0,18.6,1,3,33,0,3,58,0,0,0,0,0,22,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
81,Internal,13,34,77485,72,9.3,3.6,195,16,362,42,13,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
82,Internal,318,807,77485,72,9.3,3.6,55,20,48,0,0,69,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
83,Internal,53,142,77485,72,9.3,3.6,0,659,806,222,80,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
84,Internal,232,419,77485,72,9.3,3.6,250,106,122,43,70,74,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
85,Internal,77,145,58190,50,22.0,12.0,0,477,92,21,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
86,Internal,792,1157,32196,43,2.5,2.5,0,45,483,6,354,15,0,0,0,0,0,34,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
87,Internal,280,677,38250,47,23.0,10.8,24,8,107,14,19,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
88,Internal,55,133,38250,47,23.0,10.8,82,15,152,28,206,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
89,Internal,57,119,38250,47,23.0,10.8,0,0,21,8,22,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
90,Internal,219,540,38250,47,23.0,10.8,3,9,92,6,14,17,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
91,Internal,342,914,47411,47,28.4,10.3,93,237,236,10,26,33,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
92,Internal,319,907,47411,47,28.4,10.3,50,2,27,2,0,38,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
93,Internal,54,139,49205,55,19.2,11.1,78,522,5769,20,40,62,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,1,0,0,0,0,,,,0,,,,,,,,,
94,Internal,205,408,49205,55,19.2,11.1,35,77,269,72,48,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
95,Internal,337,673,49205,55,19.2,11.1,51,4,80,0,3,55,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
96,Internal,34,68,31173,55,18.3,5.7,0,0,9,0,0,55,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
97,Internal,85,203,31173,55,18.3,5.7,0,76,4,33,0,55,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
98,Internal,193,452,31173,55,18.3,5.7,0,85,13,0,0,55,0,0,0,0,0,0,5,0,0,0,0,0,545,0,0,0,0,0,0,0,,,,0,,,,,,,,,
99,Internal,55,151,49205,55,19.2,11.1,9,30,262,12,11,28,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,,,,0,,,,,,,,,
100,Internal,260,540,31173,55,18.3,5.7,3,126,10,29,0,55,0,0,0,0,0,0,5,12,0,0,0,0,621,0,0,0,0,0,0,0,,,,0,,,,,,,,,
101,Internal,490,1281,31173,55,18.3,5.7,0,29,10,4,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
102,Internal,108,249,49205,55,19.2,11.1,0,6,95,0,1,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
103,Internal,160,335,31004,54,24.6,5.5,5,8,8,0,6,40,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
104,Internal,270,496,31004,54,24.6,5.5,20,122,20,0,0,79,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
105,Internal,5,11,31004,54,24.6,5.5,543,180,56,97,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
106,Internal,3,24,31004,54,24.6,5.5,40,29,68,4,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
107,Internal,79,210,46174,54,14.5,6.3,1,7,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
108,Internal,188,394,46174,54,14.5,6.3,21,15,19,8,27,14,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
109,Internal,147,287,46174,54,14.5,6.3,0,49,13,11,30,27,0,0,0,0,0,0,4,0,0,0,0,0,740,0,0,0,3,386,0,150,27,0,5,0,,,,,,,,,
110,Internal,70,128,46174,54,14.5,6.3,2,95,24,4,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,386,0,150,47,0,9,0,,,,,,,,,
111,Internal,152,367,72031,54,18.2,8.6,22,4,18,0,0,73,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
112,Internal,49,134,72031,54,18.2,8.6,0,11,4,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,,,,0,,,,,,,,,
113,Internal,110,266,72031,54,18.2,8.6,0,15,10,7,0,40,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
114,Internal,164,338,72031,54,18.2,8.6,1,12,44,0,0,40,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
115,Internal,340,636,35135,52,24.2,8.2,0,4,3,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
116,Internal,0,0,35135,52,24.2,8.2,63,58,165,76,860,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
117,Internal,201,419,35135,52,24.2,8.2,23,70,108,39,32,35,0,0,0,0,0,0,45,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
118,Internal,283,467,35135,52,24.2,8.2,0,4,60,3,127,4,0,0,0,0,0,0,73,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
119,Internal,291,636,43869,52,14.9,10.0,6,9,65,24,74,28,0,0,0,0,0,0,55,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
120,Internal,344,738,65000,52,19.4,10.4,0,31,121,19,16,28,0,0,0,0,0,0,212,5,0,0,0,0,0,0,0,0,4,0,0,200,0,0,67,0,,,,,,,,,
121,Internal,183,374,91806,57,25.3,3.9,5,5,3,0,0,31,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
122,Internal,191,490,91806,57,25.3,3.9,6,8,58,2,16,34,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
123,Internal,154,354,93529,57,24.6,8.2,0,2,5,0,0,34,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
124,Internal,257,455,93529,57,24.6,8.2,3,1,12,0,14,42,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
125,Internal,184,481,93529,57,24.6,8.2,0,11,3,40,3,34,0,0,0,0,0,0,62,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
126,Internal,213,428,59107,57,18.6,8.7,45,5,9,0,8,34,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
127,Internal,604,1335,59107,57,18.6,8.7,13,116,57,11,8,34,0,0,0,0,0,0,153,12,0,0,0,0,401,0,0,0,0,0,0,0,,,,0,,,,,,,,,
128,Internal,186,449,87031,52,12.6,13.7,0,36,140,0,0,18,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
129,Internal,72,109,87031,52,12.6,13.7,0,4,7,25,54,14,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
130,Internal,98,218,87031,52,12.6,13.7,0,0,25,0,40,40,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
131,Internal,107,243,87031,52,12.6,13.7,0,32,83,12,23,36,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
132,Internal,49,113,87031,52,12.6,13.7,28,16,36,20,42,38,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
133,Internal,126,341,83750,52,23.7,14.2,0,0,5,0,3,40,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
134,Internal,110,260,83750,52,23.7,14.2,0,21,242,0,1,66,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
135,Internal,137,358,83750,52,23.7,14.2,0,5,27,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
136,Internal,69,150,101797,52,23.4,9.2,4,4,52,15,0,40,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
137,Internal,39,112,101797,52,23.4,9.2,166,58,207,6,114,34,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,200,0,0,443,0,,,,,,,,,
138,Internal,0,0,101797,52,23.4,9.2,72,0,21,0,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
139,Internal,140,262,101797,52,23.4,9.2,0,0,33,1,1,30,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
140,Internal,82,165,101797,52,23.4,9.2,0,8,25,0,1,42,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
141,Internal,560,942,48250,56,7.4,6.1,0,267,547,0,72,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,544,0,0,58,0,0,0,,,,,,,,,
142,Internal,331,519,48250,56,7.4,6.1,7,225,80,18,309,22,0,0,0,0,0,0,1303,0,0,0,0,0,0,0,0,0,4,544,0,0,180,0,0,0,,,,,,,,,
143,Internal,0,0,48250,56,7.4,6.1,0,4,55,0,268,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
144,Internal,4,9,30625,43,10.1,2.5,42,22,243,21,356,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
145,Internal,268,467,48250,56,7.4,6.1,3,77,240,32,14,22,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,4,544,0,0,359,0,0,0,,,,,,,,,
146,Internal,29,78,48250,56,7.4,6.1,47,65,207,0,0,40,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
147,Internal,162,324,48250,56,7.4,6.1,0,3,1,0,0,22,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,
