TAZ,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighPay,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,CollegeOn,CollegeOff,Hospital,ParkDistrict,ParkCostW,ParkCostU,ParkCostO,EmpSpaces,StudSpaces,OtherSpaces,SParking,Enplanements,AWDT,IEEI_Distance,PCT_AUTO_EE,PCT_AUTO_IEEI,PCT_CVSUT_EE,PCT_CVMUT_EE,PCT_CVSUT_IEEI,PCT_CVMUT_IEEI,F48,F49,F50,F51,F52,F53,F54,F55
1456,Internal,765,1953,48646,43,15.5,18.4,71,138,367,108,124,10,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1457,Internal,121,294,34329,43,40.4,5.7,8,95,36,0,0,50,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,1127,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1458,Internal,516,1071,34329,43,40.4,5.7,6,891,194,38,64,36,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1459,Internal,554,1325,28658,43,16.8,16.5,6,320,199,179,127,6,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1460,Internal,374,739,28658,43,16.8,16.5,0,52,269,3,32,64,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1461,Internal,212,341,28658,43,16.8,16.5,0,114,188,110,41,36,0,0,0,0,23.17617213891312,0.0,0.0,0.0,0,0,0,0,455,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1462,Internal,24,75,27885,37,26.2,7.4,17,5,764,61,0,36,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1463,Internal,157,432,27885,37,26.2,7.4,34,10,37,0,8,6,0,0,0,0,15.450781425942079,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1464,Internal,750,1706,30072,37,35.0,8.0,17,140,75,2,8,42,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,1570,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1465,Internal,161,357,30072,37,35.0,8.0,88,403,218,18,71,46,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1466,Internal,520,1151,25398,37,25.0,11.3,0,117,26,88,0,33,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,1671,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1467,Internal,1336,2542,50078,40,38.1,6.5,92,2193,1572,1590,632,52,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,302,494,0,7,625,0,563,375,0,2039,0,,,,,,,,,,,,,,,,,
1468,Internal,1028,2097,50078,40,38.1,6.5,0,2381,822,492,755,37,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,625,0,563,125,0,125,0,,,,,,,,,,,,,,,,,
1469,Internal,228,483,41875,55,26.1,5.8,6,74,107,24,73,48,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1470,Internal,197,455,50078,40,38.1,6.5,0,390,258,458,111,22,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,300,494,0,7,625,0,563,7,0,34,0,,,,,,,,,,,,,,,,,
1471,Internal,162,346,35150,40,27.2,7.3,0,147,139,151,59,42,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1472,Internal,300,779,24688,40,21.5,12.8,0,38,21,3,8,42,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1473,Internal,110,214,24688,40,21.5,12.8,5,4,12,3,1,42,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1474,Internal,69,136,24688,40,21.5,12.8,0,10,18,22,12,42,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1475,Internal,920,1632,35150,40,27.2,7.3,30,505,556,210,105,71,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,976,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1476,Internal,232,561,35150,40,27.2,7.3,0,121,80,17,33,26,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1477,Internal,1290,2290,53661,72,2.8,2.8,47,165,180,167,116,13,27,0,0,0,1406.0211097607294,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1478,Internal,1242,2163,53661,72,2.8,2.8,41,1096,816,563,436,47,0,0,0,0,206.65420157197534,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,625,0,563,982,0,562,0,,,,,,,,,,,,,,,,,
1479,Internal,868,1654,44500,72,11.1,8.0,63,1109,324,388,301,61,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0,0,300,0,0,35,0,,,,,,,,,,,,,,,,,
1480,Internal,873,1833,44500,72,11.1,8.0,47,856,437,276,314,35,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0,0,300,0,0,48,0,,,,,,,,,,,,,,,,,
1481,Internal,314,692,44500,72,11.1,8.0,7,278,84,94,44,42,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1482,Internal,9,22,22361,82,2.5,3.2,0,2,83,478,1,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1483,Internal,102,203,22361,82,2.5,3.2,5,17,20,106,0,28,0,0,0,0,92.70468855565248,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1484,Internal,29,81,22361,82,2.5,3.2,0,334,1099,80,10,61,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,559,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1485,Internal,574,1299,90436,46,31.5,7.5,13,74,550,48,477,10,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1486,Internal,5,9,22361,82,25.0,11.0,20,2214,61,19,27,28,0,0,0,0,0.0,0.0,0.0,0.0,733,0,0,0,0,0,0,0,5,518,0,200,663,0,83,0,,,,,,,,,,,,,,,,,
1487,Internal,64,129,22361,82,25.0,11.0,26,298,92,36,36,28,351,0,0,0,0.0,0.0,0.0,0.0,153,0,0,0,0,0,0,0,5,203,0,200,254,0,9,0,,,,,,,,,,,,,,,,,
1488,Internal,374,1075,101164,46,29.3,10.0,0,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1060,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1489,Internal,426,722,34563,40,23.0,7.0,0,57,215,32,129,17,284,0,0,0,7.7253907129710395,0.0,0.0,0.0,28,0,0,0,0,0,0,0,5,192,106,0,12,389,0,0,,,,,,,,,,,,,,,,,
1490,Internal,656,1582,101164,46,29.3,10.0,509,167,199,14,96,49,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2178,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1491,Internal,1443,3391,94474,52,26.1,8.2,3,1153,4056,493,738,13,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1492,Internal,398,826,82727,66,3.9,11.3,0,76,58,4,2,34,0,0,0,0,15.450781425942079,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1493,Internal,727,1096,82727,66,3.9,11.3,9,802,674,75,133,61,0,0,0,0,322.53506226654093,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1494,Internal,753,1361,50694,66,21.1,5.1,151,74,295,107,1151,17,0,0,0,0,214.37959228494634,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1495,Internal,485,807,50694,66,21.1,5.1,4,233,134,4,0,45,0,0,0,0,162.23320497239183,0.0,0.0,0.0,0,0,0,0,3499,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1496,Internal,341,842,50694,66,21.1,5.1,10,158,103,4,34,50,0,0,0,0,23.17617213891312,0.0,0.0,0.0,0,0,0,0,1168,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1497,Internal,539,1192,68750,66,7.6,14.1,3,102,116,69,25,59,0,0,0,0,15.450781425942079,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1498,Internal,740,1473,68750,66,7.6,14.1,26,414,385,95,447,18,329,0,0,0,898.0766703828834,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,192,0,200,248,0,211,0,,,,,,,,,,,,,,,,,
1499,Internal,164,391,97235,53,13.0,10.6,0,3,6,0,2,36,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1500,Internal,337,817,97235,53,13.0,10.6,2,12,11,0,1,36,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,42,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1501,Internal,632,1583,44973,53,6.8,6.9,4,103,96,6,79,29,0,0,0,0,146.78242354644976,0.0,0.0,0.0,3,0,0,0,515,0,0,0,5,203,0,0,177,0,0,0,,,,,,,,,,,,,,,,,
1502,Internal,400,851,52750,53,2.5,14.4,10,18,95,16,173,20,0,0,0,0,368.88740654436714,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1503,Internal,79,152,52750,53,2.5,14.4,0,11,74,0,89,16,272,0,0,0,2582.21184581057,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,140,101,0,225,1015,0,0,,,,,,,,,,,,,,,,,
1504,Internal,305,641,52750,53,2.5,14.4,125,88,166,37,214,28,600,0,0,0,815.0287202184447,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1505,Internal,675,1480,82969,53,22.8,6.3,18,32,140,1,3,12,0,0,0,0,131.33164212050767,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1506,Internal,483,1199,77097,53,28.9,9.2,10,87,192,4,23,70,0,0,0,0,30.901562851884158,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1507,Internal,588,1039,77097,53,28.9,9.2,0,0,9,0,0,36,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1508,Internal,123,314,77097,53,28.9,9.2,0,12,81,1019,0,53,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1509,Internal,1075,2466,91771,51,14.5,25.6,15,342,1005,1,38,71,0,0,0,0,38.6269535648552,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1510,Internal,9,37,91771,51,14.5,25.6,0,35,262,274,80,19,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1511,Internal,697,2001,157371,51,28.4,22.4,7,52,104,4,52,41,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1512,Internal,356,960,157371,51,28.4,22.4,10,33,31,35,10,56,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1513,Internal,445,1210,106172,55,22.3,14.0,11,36,225,1,55,38,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,1217,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1514,Internal,487,1290,106172,55,22.3,14.0,0,68,85,8,444,18,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1515,Internal,360,693,72303,55,17.7,24.7,1,76,160,1,24,34,0,0,0,0,54.07773499079728,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1516,Internal,319,582,72303,55,17.7,24.7,0,118,17,102,0,45,0,0,0,0,84.97929784268145,0.0,0.0,0.0,0,0,0,0,1863,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1517,Internal,1037,2320,92656,54,13.3,17.4,17,156,202,3,180,31,0,0,0,0,23.17617213891312,0.0,0.0,0.0,0,0,0,0,2133,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1518,Internal,547,1471,176111,54,27.4,26.2,175,251,337,53,54,47,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1519,Internal,303,786,115833,54,21.5,16.7,2,59,126,0,6,56,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1520,Internal,376,1001,115833,54,21.5,16.7,10,1525,203,26,92,52,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1521,Internal,216,488,115833,54,21.5,16.7,10,0,19,0,1,47,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1522,Internal,450,1239,208375,54,33.1,10.2,8,1,19,0,0,47,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1523,Internal,698,1730,150515,54,19.2,14.8,6,55,203,33,191,35,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1524,Internal,245,716,160795,48,29.7,21.5,2,109,15,0,3,43,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,835,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1525,Internal,279,778,160795,48,29.7,21.5,7,122,56,0,0,53,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1055,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1526,Internal,443,1206,191944,48,24.0,14.6,6,54,154,9,3,41,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1527,Internal,441,1184,191944,48,24.0,14.6,0,24,27,0,1,25,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1528,Internal,1042,2225,183750,48,23.9,22.4,135,1330,1105,79,89,43,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1529,Internal,630,1513,183750,48,23.9,22.4,21,295,797,3,10,43,0,0,0,0,38.6269535648552,0.0,0.0,0.0,0,0,0,0,826,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1530,Internal,46,98,183750,48,23.9,22.4,0,63,12,65,21,23,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1531,Internal,828,1968,95735,56,17.5,9.8,30,22,193,1,3,31,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1532,Internal,886,1690,95735,56,17.5,9.8,487,579,1653,52,266,49,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1533,Internal,443,1012,95735,56,17.5,9.8,269,344,669,126,145,37,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1534,Internal,685,1708,136161,56,26.9,5.8,3,49,49,34,0,60,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1535,Internal,306,801,136161,56,26.9,5.8,0,85,142,7,81,49,0,0,0,0,15.450781425942079,0.0,0.0,0.0,0,0,0,0,782,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1536,Internal,949,1909,62312,56,11.4,22.4,12,153,649,220,117,31,0,0,0,0,15.450781425942079,0.0,0.0,0.0,0,0,0,0,1159,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1537,Internal,245,537,62312,56,11.4,22.4,56,154,348,78,54,17,0,0,0,0,15.450781425942079,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1538,Internal,903,2073,37950,40,23.4,13.2,7,4,63,5,88,5,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1539,Internal,569,1423,37734,40,20.9,24.2,12,86,54,2,4,42,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,531,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1540,Internal,113,213,61125,40,21.7,12.0,0,158,914,80,61,41,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1541,Internal,99,217,61125,40,21.7,12.0,0,275,6,18,0,37,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,4240,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1542,Internal,807,1998,61125,40,21.7,12.0,8,119,193,45,57,29,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,101,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1543,Internal,454,1154,61125,40,21.7,12.0,12,151,122,27,13,32,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1544,Internal,546,1417,37950,40,23.4,13.2,8,6,5,12,20,32,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1545,Internal,130,374,37734,40,20.9,24.2,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1546,Internal,862,2016,24007,42,35.3,7.8,25,798,1285,193,280,58,0,0,0,0,15.450781425942079,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1547,Internal,135,296,24007,42,35.3,7.8,0,178,10452,143,166,58,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,558,0,2192,1,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1548,Internal,1124,2657,33435,42,35.0,2.5,17,258,2057,227,282,34,0,0,0,0,23.17617213891312,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1549,Internal,647,1671,24007,42,35.3,7.8,2,779,1877,71,69,26,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1550,Internal,223,531,33435,42,35.0,2.5,0,17,273,0,10,57,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1551,Internal,521,1402,25284,32,39.9,11.6,0,121,195,57,33,40,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,603,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1552,Internal,674,2049,32000,32,29.8,12.0,0,11,34,94,11,38,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1553,Internal,186,332,48646,43,15.5,18.4,0,5,116,0,49,39,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1554,Internal,94,287,46442,37,32.2,6.0,506,99,70,16,1,48,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,363,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1555,Internal,268,740,40903,32,32.1,15.2,5,101,5,9,3,44,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,625,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1556,Internal,173,544,32000,32,29.8,12.0,0,61,52,1,0,38,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1557,Internal,816,2166,44722,32,13.3,29.0,1,24,53,7,3,38,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1558,Internal,328,885,40903,32,32.1,15.2,0,0,21,11,6,38,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1559,Internal,453,1416,46442,37,32.2,6.0,2,3,33,8,0,45,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,19,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1560,Internal,212,593,31864,43,19.5,19.6,2,94,23,296,14,46,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,917,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1561,Internal,796,1955,31864,43,19.5,19.6,11,170,111,9,148,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1562,Internal,762,2009,42969,43,2.5,27.3,1,38,140,39,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1563,Internal,1495,4349,54025,43,29.0,10.0,3,79,508,33,7,25,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1564,Internal,518,1499,32738,43,36.2,4.3,320,575,505,16,8,49,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1565,Internal,599,1561,32738,43,36.2,4.3,15,373,316,197,3,25,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1566,Internal,603,1584,54025,43,29.0,10.0,3,378,132,128,6,18,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1567,Internal,620,1846,54025,43,29.0,10.0,5,141,49,8,4,25,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,637,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1568,Internal,128,252,31864,43,19.5,19.6,0,0,8,11,4,25,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1059,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1569,Internal,962,2738,46442,37,32.2,6.0,6,137,277,28,26,6,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1570,Internal,720,2105,46296,37,29.7,11.9,16,48,96,33,11,14,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,42,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1571,Internal,490,1277,46442,37,32.2,6.0,6,7,108,12,21,45,0,0,0,0,38.6269535648552,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1572,Internal,1170,2496,41875,55,26.1,5.8,42,890,1618,291,567,46,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1573,Internal,654,1252,35150,40,27.2,7.3,121,236,1224,81,78,37,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1574,Internal,6,24,41875,55,26.1,5.8,5,9,42,1,14,37,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1575,Internal,1089,2330,41875,55,26.1,5.8,477,448,503,82,264,48,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1576,Internal,426,830,41875,55,26.1,5.8,296,304,325,116,351,74,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1577,Internal,723,1509,36151,55,21.0,6.9,4,257,720,158,138,49,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1578,Internal,513,995,36151,55,21.0,6.9,374,1262,2650,568,913,47,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,577,0,4314,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
1579,Internal,373,703,36151,55,21.0,6.9,451,844,2660,365,583,25,0,0,0,0,7.7253907129710395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
