TAZ,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighPay,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,CollegeOn,CollegeOff,Hospital,ParkDistrict,ParkCostW,ParkCostU,ParkCostO,EmpSpaces,StudSpaces,OtherSpaces,SParking,Enplanements,AWDT,IEEI_Distance,PCT_AUTO_EE,PCT_AUTO_IEEI,PCT_CVSUT_EE,PCT_CVMUT_EE,PCT_CVSUT_IEEI,PCT_CVMUT_IEEI
718,Internal,116,277,68068,50,26.1,11.0,209,82,130,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
719,Internal,81,228,68068,50,26.1,11.0,13,4,60,0,136,58,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
720,Internal,939,2611,68068,50,26.1,11.0,48,38,43,2,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
721,Internal,193,493,91168,50,20.3,14.5,58,494,21,7,17,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
722,Internal,497,1533,91168,50,20.3,14.5,31,56,54,0,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
723,Internal,112,288,74861,49,24.3,11.4,404,2,149,0,10,56,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
724,Internal,215,636,91168,50,20.3,14.5,0,32,9,4,8,45,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
725,Internal,368,661,75078,49,26.7,9.9,401,114,183,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
726,Internal,86,273,91168,50,20.3,14.5,304,125,16,42,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
727,Internal,6,13,91168,50,20.3,14.5,381,202,128,28,425,23,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
728,Internal,5,33,75078,49,26.7,9.9,0,0,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
729,Internal,631,1796,78918,49,32.2,11.0,16,46,28,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
730,Internal,624,1689,78918,49,32.2,11.0,6,60,44,5,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
731,Internal,335,900,75078,49,26.7,9.9,0,3,6,34,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
732,Internal,298,860,75078,49,26.7,9.9,183,49,37,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
733,Internal,268,758,75078,49,26.7,9.9,6,142,5,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,943,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
734,Internal,213,567,74861,49,24.3,11.4,53,7,3,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
735,Internal,380,996,74861,49,24.3,11.4,0,2,11,0,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
736,Internal,281,686,74861,49,24.3,11.4,0,16,6,7,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
737,Internal,62,180,75078,49,26.7,9.9,81,0,32,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
738,Internal,92,201,74861,49,24.3,11.4,19,98,11,29,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
739,Internal,183,561,75078,49,26.7,9.9,0,0,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
740,Internal,17,70,75078,49,26.7,9.9,14,8,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
741,Internal,595,1629,45305,45,30.6,13.3,16,100,8,16,0,37,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
742,Internal,287,719,45305,45,30.6,13.3,16,18,24,12,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
743,Internal,125,336,45305,45,30.6,13.3,22,3,9,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
744,Internal,197,498,45305,45,30.6,13.3,1,11,8,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
745,Internal,341,861,63750,45,26.0,11.9,1,4,3,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
746,Internal,488,1249,59566,45,20.0,18.6,4,1,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
747,Internal,412,1097,63750,45,26.0,11.9,0,6,11,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
748,Internal,315,825,59566,45,20.0,18.6,2,29,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
749,Internal,188,534,63750,45,26.0,11.9,4,15,14,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
750,Internal,204,585,59566,45,20.0,18.6,4,3,5,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
751,Internal,92,256,59566,45,20.0,18.6,3,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
752,Internal,153,472,63750,45,26.0,11.9,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
753,Internal,204,513,63750,45,26.0,11.9,11,13,1,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
754,Internal,460,1045,55040,39,23.0,21.8,0,6,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
755,Internal,186,524,55442,39,21.4,9.7,3,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
756,Internal,167,570,55442,39,21.4,9.7,0,2,6,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
757,Internal,90,235,55442,39,21.4,9.7,0,1,1,0,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
758,Internal,647,1360,54922,39,10.5,24.7,0,30,1,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
759,Internal,466,1061,54922,39,10.5,24.7,32,2,12,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
760,Internal,30,78,55040,39,23.0,21.8,0,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
761,Internal,213,554,60250,47,23.9,11.9,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
762,Internal,74,188,60250,47,23.9,11.9,0,0,21,1,91,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
763,Internal,234,680,60250,47,23.9,11.9,1,13,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
764,Internal,174,359,45625,47,20.4,14.4,18,4,5,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
765,Internal,123,262,45625,47,20.4,14.4,20,176,8,9,3,44,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
766,Internal,118,412,45625,47,20.4,14.4,0,74,5,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
767,Internal,205,508,45625,47,20.4,14.4,0,4,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
768,Internal,146,406,45625,47,20.4,14.4,3,93,1,5,5,51,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
769,Internal,89,209,45625,47,20.4,14.4,0,3,2,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
770,Internal,284,715,55926,47,17.0,16.2,0,12,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
771,Internal,536,1418,55926,47,17.0,16.2,45,29,5,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
772,Internal,71,191,41332,47,21.9,14.8,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
773,Internal,282,701,55926,47,17.0,16.2,4,2,4,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
774,Internal,165,515,41332,47,21.9,14.8,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
775,Internal,369,935,41332,47,21.9,14.8,2,4,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
776,Internal,244,554,41332,47,21.9,14.8,0,7,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
777,Internal,105,296,41332,47,21.9,14.8,0,8,18,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
778,Internal,192,453,43094,35,13.9,31.5,21,17,9,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
779,Internal,567,1526,70441,50,26.6,11.9,2,6,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
780,Internal,380,1057,67768,49,21.7,10.7,48,83,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
781,Internal,112,252,67768,49,21.7,10.7,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
782,Internal,294,753,67768,49,21.7,10.7,14,24,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
783,Internal,238,572,70441,50,26.6,11.9,16,90,5,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
784,Internal,768,1997,67768,49,21.7,10.7,56,20,4,0,10,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
785,Internal,4,8,67768,49,21.7,10.7,0,0,40,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
786,Internal,32,66,67768,49,21.7,10.7,3,3,2,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
787,Internal,220,610,72969,49,17.3,13.4,58,20,2,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
788,Internal,149,459,72969,49,17.3,13.4,0,1,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
789,Internal,221,550,72969,49,17.3,13.4,1,22,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
790,Internal,75,152,72969,49,17.3,13.4,0,27,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
791,Internal,51,187,72969,49,17.3,13.4,7,12,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
792,Internal,159,365,76009,54,22.3,17.0,5,20,624,32,114,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
793,Internal,197,578,76009,54,22.3,17.0,47,56,112,85,129,16,0,0,0,0,0,0,0,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
794,Internal,44,103,72969,49,17.3,13.4,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
795,Internal,31,108,72969,49,17.3,13.4,0,1,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
796,Internal,43,75,76009,54,22.3,17.0,0,0,1,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
797,Internal,97,199,76009,54,22.3,17.0,0,2,29,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
798,Internal,119,274,65865,54,28.4,8.5,19,2,22,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
799,Internal,1075,2707,65865,54,28.4,8.5,878,120,319,68,301,70,0,0,0,0,0,0,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
800,Internal,368,1034,65865,54,28.4,8.5,74,110,169,35,39,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
801,Internal,223,556,65865,54,28.4,8.5,78,8,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
802,Internal,219,552,65472,54,8.1,21.4,55,121,139,26,42,12,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
803,Internal,180,432,65472,54,8.1,21.4,0,19,17,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
804,Internal,334,871,70441,50,26.6,11.9,2,40,0,2,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
805,Internal,461,1270,90230,50,20.3,13.1,6,17,7,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
806,Internal,382,975,70441,50,26.6,11.9,8,10,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
807,Internal,408,1098,90230,50,20.3,13.1,7,10,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
808,Internal,695,1792,90230,50,20.3,13.1,23,46,7,0,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
809,Internal,408,1164,90230,50,20.3,13.1,16,13,4,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
810,Internal,144,376,65865,54,28.4,8.5,2,1,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
811,Internal,163,467,72031,46,14.5,25.2,21,3,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
812,Internal,151,325,72031,46,14.5,25.2,0,5,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
813,Internal,123,273,72031,46,14.5,25.2,2,11,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
814,Internal,0,0,55628,45,23.0,14.0,0,45,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
815,Internal,504,1279,58100,46,23.7,12.4,23,34,4,4,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
816,Internal,97,256,103194,46,21.2,7.4,0,9,13,5,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
817,Internal,85,225,103194,46,21.2,7.4,21,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
818,Internal,401,1016,58100,46,23.7,12.4,3,24,51,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
819,Internal,426,1196,58100,46,23.7,12.4,0,81,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
820,Internal,152,399,103194,46,21.2,7.4,422,68,20,35,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
821,Internal,283,668,54821,37,19.6,24.0,5,5,1741,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
822,Internal,505,1375,33309,37,30.8,6.6,409,28,422,20,222,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
823,Internal,23,57,54821,37,19.6,24.0,0,85,60,0,12,53,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
824,Internal,433,1242,43281,35,30.4,16.8,75,14,8,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
825,Internal,17,80,75938,35,29.1,38.4,76,211,3017,0,66,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
826,Internal,550,1240,43281,35,30.4,16.8,210,144,127,54,82,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
827,Internal,178,424,43281,35,30.4,16.8,2,16,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
828,Internal,206,597,45491,41,22.4,11.8,0,7,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
829,Internal,220,571,40712,37,15.4,17.1,19,6,13,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
830,Internal,113,253,26875,37,29.4,26.9,7,0,29,28,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
831,Internal,699,1736,56289,47,28.9,13.8,7,0,14,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
832,Internal,13,36,52134,46,25.0,8.6,200,100,0,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
833,Internal,286,690,52134,46,25.0,8.6,27,220,36,27,119,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
834,Internal,28,88,52134,46,25.0,8.6,591,2318,8,0,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
835,Internal,149,404,81590,44,27.2,9.7,46,11,91,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
836,Internal,295,759,69315,49,13.8,13.7,4,36,1,4,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
837,Internal,614,1502,83571,49,27.5,10.5,4,83,34,22,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
838,Internal,183,483,85027,44,31.8,10.1,78,86,265,66,355,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
839,Internal,86,243,53665,40,21.5,11.2,4,0,0,5,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
840,Internal,98,280,53665,40,21.5,11.2,21,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
841,Internal,289,808,38674,40,23.4,27.0,51,66,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
842,Internal,150,388,31042,40,23.9,15.6,11,1,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
843,Internal,316,881,49957,37,24.0,12.8,7,2,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
844,Internal,399,982,49957,37,24.0,12.8,6,8,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
845,Internal,316,871,46336,37,25.4,12.9,42,1,11,0,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
846,Internal,587,1499,28977,37,25.3,23.9,282,363,155,59,238,23,0,0,0,0,0,0,0,0,0,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
847,Internal,498,1398,46336,37,25.4,12.9,32,40,9,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
848,Internal,335,882,46113,36,31.4,20.0,3,6,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
849,Internal,268,712,34403,37,8.3,38.0,3,2,5,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
850,Internal,232,639,49957,37,24.0,12.8,0,2,24,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
851,Internal,311,800,38674,40,23.4,27.0,5,5,10,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
852,Internal,318,814,53665,40,21.5,11.2,46,4,7,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
853,Internal,475,1253,50775,40,29.5,10.7,35,0,19,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
854,Internal,152,326,50775,40,29.5,10.7,12,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
855,Internal,317,797,41570,40,19.4,6.4,6,94,16,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
856,Internal,749,1954,31042,40,23.9,15.6,49,6,27,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
857,Internal,241,591,26875,37,29.4,26.9,148,19,5,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
858,Internal,60,157,31290,39,15.9,16.1,5,0,19,0,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
859,Internal,320,803,36500,39,23.8,22.2,3,165,13,30,0,33,0,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
860,Internal,24,44,47778,39,20.1,12.8,355,2,444,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
861,Internal,97,262,31290,39,15.9,16.1,5,91,111,0,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
862,Internal,111,282,47778,39,20.1,12.8,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
