ID,ABInitCongTimeAM,BAInitCongTimeAM,ABInitCongTimeMD,BAInitCongTimeMD,ABInitCongTimePM,BAInitCongTimePM,ABInitCongTimeNT,BAInitCongTimeNT
1,0.24500007927417755,,0.24481207132339478,,0.24477677047252655,,0.24487727880477905,
2,0.24491767585277557,,0.24491767585277557,,0.24491767585277557,,0.24491767585277557,
3,0.08647006005048752,,0.08646940439939499,,0.08646951615810394,,0.0864696055650711,
4,0.11510897427797318,,0.11516404896974564,,0.11522562056779861,,0.11516354978084564,
5,0.050381287932395935,,0.05143801495432854,,0.05105094239115715,,0.05084909498691559,
6,0.04631219431757927,,0.04631219431757927,,0.04631219431757927,,0.04631219431757927,
7,0.061702605336904526,0.05164670944213867,0.06571175903081894,0.05164670944213867,0.06423692405223846,0.05164670944213867,0.06349170207977295,0.05164670944213867
8,0.09470207244157791,,0.09404491633176804,,0.09422564506530762,,0.09439373761415482,
9,0.05485321581363678,,0.05485321581363678,,0.05485321953892708,,0.05485321581363678,
10,0.19367867708206177,0.182312473654747,0.18878982961177826,0.18231245875358582,0.19013985991477966,0.18231253325939178,0.19140620529651642,0.18231245875358582
11,0.3205181062221527,,0.3231373727321625,,0.3298815190792084,,0.3203015923500061,
12,0.21329721808433533,,0.21329721808433533,,0.21329721808433533,,0.21329721808433533,
13,0.44273295998573303,,0.4519512355327606,,0.4675825834274292,,0.4430224895477295,
14,0.21253357827663422,,0.21253357827663422,,0.21253357827663422,,0.21253357827663422,
15,0.2542943060398102,,0.2542943060398102,,0.2542943060398102,,0.2542943060398102,
16,0.07855469733476639,,0.07854326069355011,,0.07854393124580383,,0.0785435289144516,
17,0.2304716855287552,,0.2304716855287552,,0.2304716855287552,,0.2304716855287552,
18,0.061304591596126556,,0.061304591596126556,,0.061304591596126556,,0.061304591596126556,
19,0.23306232690811157,,0.23304866254329681,,0.23304861783981323,,0.23304885625839233,
20,0.01448877900838852,0.01448877900838852,0.01448878739029169,0.01448877900838852,0.014498947188258171,0.01448877900838852,0.014488782733678818,0.01448877900838852
21,0.2045418918132782,,0.2045418918132782,,0.2045418918132782,,0.2045418918132782,
22,0.2375338226556778,,0.23763298988342285,,0.23784111440181732,,0.23751692473888397,
23,0.19473470747470856,,0.19473576545715332,,0.1947396993637085,,0.19473578035831451,
24,0.21080940961837769,,0.21122615039348602,,0.21328775584697723,,0.21104581654071808,
25,0.1794826090335846,,0.1794765740633011,,0.17948028445243835,,0.17944996058940887,
26,0.16321825981140137,,0.163218155503273,,0.1632184386253357,,0.16321803629398346,
27,0.13353702425956726,,0.13352550566196442,,0.13352541625499725,,0.1335342973470688,
28,0.15660902857780457,,0.1563686579465866,,0.15633510053157806,,0.1563524454832077,
29,0.15384653210639954,,0.1539195477962494,,0.15430167317390442,,0.15388523042201996,
30,0.12399068474769592,,0.12399069964885712,,0.12402284145355225,,0.12399137765169144,
31,0.22161765396595,,0.22175782918930054,,0.2219471037387848,,0.2216263860464096,
32,0.12985621392726898,,0.12986105680465698,,0.12991994619369507,,0.12985749542713165,
