TAZ,hbw
223,0.0
224,-1.967132
225,-0.12863
226,-0.918663
227,-1.055469
228,-1.345267
229,-1.542451
230,0.0
231,-0.160015
232,-0.793951
233,-0.643926
234,-1.642583
235,-0.656449
236,-0.481431
237,-0.591051
238,-0.640039
239,0.0
240,-0.995168
241,0.030828
242,0.223474
243,-1.293247
244,0.0
245,-0.341896
246,-1.440226
247,0.281028
248,0.277943
249,0.599229
250,-0.842666
251,-0.352863
252,0.007589
253,-0.357188
254,0.500456
255,-1.860879
256,-0.508308
257,-0.513611
258,-0.365729
259,-0.452251
260,-0.487732
261,-0.778087
262,-0.698934
263,-1.033377
264,-0.092898
265,0.0
266,-0.887548
267,-1.877504
268,0.061268
269,-1.291668
270,0.0
271,0.0
272,-0.145271
273,0.294975
274,-1.180202
275,-0.437321
276,0.0
277,0.0
278,-0.133666
279,0.368973
280,-0.601841
281,-1.265619
282,-0.859657
283,-2.09455
284,0.043158
285,-0.175083
286,-0.289491
287,-0.699751
288,-0.974615
289,-1.535521
290,-0.604986
291,-0.216744
292,-1.23055
293,0.249881
294,-0.088196
295,-0.054793
296,-1.545396
297,-1.364774
298,-0.433636
299,0.194223
300,-0.338626
301,0.117405
302,-0.412974
303,-0.044292
304,0.104669
305,-0.244217
306,-1.045794
307,0.648745
308,0.154541
309,-0.443294
310,-0.72874
311,-0.33864
312,0.0
313,0.0
314,0.0
315,0.0
316,-0.989324
317,0.0
318,0.0
319,-0.082491
320,-0.653111
321,0.425623
322,0.297599
323,-0.532459
324,-0.15828
325,0.188333
326,0.292063
327,0.477142
328,0.843093
329,0.800994
330,0.0
331,0.199838
332,0.672769
333,0.68246
334,0.0
335,0.111145
336,0.772086
337,0.550939
338,0.560373
339,0.247733
340,0.0
341,-0.120439
342,-0.048652
343,0.481942
344,-0.308298
345,-0.020687
346,-0.441888
347,-0.012162
348,-0.224029
349,0.750942
350,0.172562
351,0.761929
352,0.506785
353,-0.240102
354,-1.964173
355,-1.059106
356,-1.805301
357,0.380347
358,-0.408915
359,0.514377
360,-0.430703
361,0.312303
362,0.392999
363,0.602614
364,0.0
365,-0.939956
366,0.0
367,-1.169057
368,-0.938569
369,0.267492
370,0.136085
371,0.173357
372,0.780472
373,0.337828
374,0.272771
375,-0.689384
376,-0.206394
377,-0.019488
378,0.073016
379,0.306756
380,-0.394984
381,-0.075164
382,0.0
383,0.003404
384,0.327232
385,-0.005152
386,-0.66405
387,-0.468751
388,0.348041
389,-0.234196
390,0.0
391,0.0
392,0.0
393,0.0
394,0.363006
395,1.03991
396,0.0
397,-0.306481
398,0.969217
399,-0.783011
400,0.083847
401,0.789987
402,-0.920334
403,-0.32868
404,0.454665
405,0.190133
406,-0.605829
407,-0.38657
408,0.25523
409,0.0
410,0.686381
411,-0.73991
412,1.003945
413,-0.080788
414,0.798047
415,0.685189
416,0.0
417,-1.712888
418,-0.138129
419,-0.137068
420,-0.349394
421,0.0
422,-0.489489
423,0.871201
424,0.0
425,0.005438
426,-1.441037
427,0.0
428,0.0
429,-0.206442
430,0.910263
431,-0.694364
432,-0.704336
433,-0.833745
434,0.221033
435,0.0
436,-0.160582
437,-0.346517
438,0.072882
439,0.0
440,0.0
441,0.025113
442,-0.362833
443,-0.666086
444,0.0
445,-0.325294
446,-0.656463
447,0.0
448,0.0
449,-0.46484
450,-1.299598
451,0.0
452,0.0
453,0.0
454,0.0
455,0.16657
456,0.0
457,0.0
458,-0.653322
459,0.0
460,0.0
461,0.0
462,-2.166611
463,-0.944963
464,-1.082701
465,-0.216333
466,-1.289406
467,-0.097178
468,-2.386417
469,-0.61799
470,-0.806084
471,-2.256816
472,-0.58894
473,-0.727566
474,-1.353532
475,-1.091945
476,0.209074
477,-0.554361
478,-1.277512
479,0.463614
480,-0.593281
481,-0.616849
482,-1.318047
483,-0.52762
484,-0.646402
485,-0.405839
486,-0.686699
487,-0.483612
488,0.100132
489,0.15725
490,-0.504214
491,0.0
492,-1.130957
493,-0.137102
494,0.0
495,0.0
496,-0.473069
497,-0.251682
498,0.0
499,-0.69467
500,-1.262373
501,0.0
502,0.0
503,-0.605085
504,0.0
505,-2.110499
506,-0.37267
507,-0.833782
508,-0.703457
509,-0.539652
510,-0.79947
511,-0.171165
512,-0.135309
513,-0.365196
514,0.286969
515,-0.014213
516,-0.452798
517,-0.603523
518,-0.056683
519,1.045704
520,-0.29687
521,0.0
522,-0.163269
523,-1.212571
524,-0.535547
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,-1.726009
531,0.0
532,-0.989696
533,0.0
534,-0.448227
535,-0.783331
536,-0.813577
537,0.0
538,-0.366184
539,0.0
540,0.02507
541,-0.033038
542,0.37274
543,-0.842999
544,-1.575081
545,0.0
546,-1.057165
547,-0.429665
548,-0.509054
549,-0.176722
550,0.0
551,-0.42133
552,0.0
553,0.0
554,0.0
555,-0.908608
556,0.000931
557,-0.316894
558,0.061373
559,-1.108719
560,-0.571079
561,-0.943889
562,-0.318938
563,-0.672712
564,-0.630325
565,-0.958287
566,-0.489323
567,-0.928548
568,-0.140487
569,-1.109101
570,0.0
571,0.0
572,0.0
573,-1.361117
574,0.0
575,-0.731367
576,0.067059
577,-1.188945
578,0.0
579,-0.989022
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,-0.412375
586,0.249997
587,-0.588912
588,-0.792749
589,-0.507395
590,-0.872522
591,0.0
592,0.069706
593,-0.836823
594,0.0
595,-1.290063
596,-0.327065
597,-0.399847
598,-0.588472
599,-0.282789
600,-0.882756
601,-1.222578
602,-0.393141
603,-0.832257
604,-0.111537
605,-0.628638
606,-0.250691
607,-0.477261
608,0.47986
609,-0.633012
610,-0.364296
611,0.0
612,-0.223907
613,-0.646114
614,-0.122287
615,-0.720334
616,0.067319
617,0.0
618,0.0
619,-1.077153
620,-1.090089
621,-0.75595
622,-0.776945
623,-0.239494
624,0.0
625,-1.780115
626,0.0
627,0.0
628,-0.691488
629,-3.528509
630,-0.113783
631,0.0
632,-0.098584
633,-1.183089
634,-0.005301
635,-1.637466
636,-0.932271
637,-0.969881
638,-2.120163
639,-0.328374
640,-0.808628
641,-0.92789
642,-0.264363
643,-1.211225
644,-1.085629
645,-0.793455
646,-1.607865
647,-1.538439
648,-1.677127
649,-0.834239
650,0.0
651,-0.536521
652,-1.285529
653,-0.138878
654,-1.155839
655,0.178105
656,1.187331
657,1.159647
658,1.890731
659,1.142178
660,0.42091
661,-1.201618
662,-0.571138
663,0.984348
664,-0.829924
665,0.064202
666,0.156762
667,0.093966
668,0.164647
669,-0.43908
670,-0.431762
671,0.604714
672,0.245481
673,0.874388
674,0.239805
675,-0.188879
676,0.82035
677,0.13251
678,0.138389
679,0.238424
680,0.98809
681,0.348244
682,0.947386
683,0.025868
684,0.510893
685,-0.106007
686,0.704423
687,1.065562
688,1.296508
689,1.049706
690,0.327365
691,0.17256
692,-0.401989
693,0.69014
694,-0.047981
695,0.342398
696,0.0
697,-0.181574
698,0.034708
699,0.363607
700,-0.865834
701,0.218727
702,0.456496
703,-0.365679
704,0.299216
705,-0.869437
706,-1.514494
707,-0.019911
708,0.0831
709,0.136255
710,0.726396
711,-0.105123
712,-0.598123
713,-0.347387
714,-0.264823
715,-1.056689
716,0.1948
717,-0.022377
718,0.749044
719,-0.477267
720,0.272845
721,-0.100749
722,0.158598
723,0.633585
724,-0.220681
725,0.939253
726,1.147606
727,1.055936
728,-0.17204
729,0.213112
730,0.073576
731,-0.420752
732,0.697725
733,-0.382552
734,-0.301591
735,-0.150174
736,-1.276618
737,0.355892
738,-0.165471
739,-1.475787
740,-0.048472
741,-0.191162
742,0.109367
743,0.53723
744,-0.301817
745,-0.884243
746,-0.539996
747,-0.432941
748,-0.866124
749,-0.613618
750,-0.680871
751,-0.100734
752,0.17856
753,-0.282215
754,-0.20513
755,0.362493
756,-0.505948
757,0.37291
758,-0.107042
759,0.496525
760,-1.258048
761,-1.298707
762,1.189398
763,-0.475789
764,0.456172
765,0.569968
766,0.092088
767,-1.846243
768,-0.427931
769,-0.476177
770,-0.265002
771,0.185365
772,-1.569498
773,0.296626
774,0.20282
775,0.458383
776,0.445009
777,-0.20466
778,0.932504
779,-0.310219
780,0.305865
781,-1.892348
782,-0.097708
783,-0.230469
784,0.264849
785,-0.757226
786,-1.393118
787,0.773811
788,0.030571
789,0.144631
790,-0.413032
791,-0.894367
792,1.022596
793,0.730136
794,0.0
795,0.013977
796,-1.820494
797,-0.611655
798,0.210787
799,1.335798
800,0.887776
801,0.506397
802,0.648808
803,-0.770515
804,-0.520216
805,-0.281794
806,-0.392412
807,-0.260975
808,-0.22046
809,-0.460148
810,-0.871087
811,0.491482
812,-1.887806
813,0.066027
814,1.227953
815,0.378819
816,-0.26783
817,0.613701
818,0.291292
819,-0.017819
820,1.611636
821,1.408811
822,1.491263
823,-0.130745
824,-0.325685
825,1.748622
826,0.923827
827,-0.151912
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.958148
887,1.742892
888,1.695675
889,-0.88559
890,0.97776
891,0.351611
892,0.179308
893,-0.002706
894,0.365121
895,0.864617
896,-0.586155
897,1.203794
898,0.744963
899,0.557151
900,0.850961
901,0.861063
902,0.653756
903,0.389184
904,-0.047075
905,0.972241
906,0.191683
907,0.614152
908,-0.058282
909,0.594382
910,0.696084
911,0.709456
912,0.186677
913,0.18463
914,0.762884
915,0.314855
916,0.313629
917,0.277296
918,0.156522
919,0.339177
920,0.027889
921,0.555043
922,-0.119779
923,0.351966
924,-0.092599
925,0.039337
926,0.704035
927,-0.38203
928,0.1298
929,1.086253
930,0.272904
931,1.331933
932,0.308663
933,0.232195
934,-0.021781
935,0.333053
936,0.0
937,-0.530907
938,-0.276711
939,0.102524
940,1.225112
941,0.0
942,0.129248
943,1.457469
944,0.582903
945,1.759317
946,0.924216
947,1.336145
948,0.0
949,1.034041
950,2.160149
951,0.0
952,1.05251
953,1.425487
954,0.0
955,0.444001
956,0.0
957,0.0
958,0.959637
959,-0.464268
960,1.337573
961,0.98395
962,0.701919
963,0.921335
964,-0.106223
965,0.509656
966,0.913784
967,0.693007
968,0.764428
969,0.321688
970,0.822306
971,1.381272
972,1.396044
973,1.402227
974,1.328519
975,0.898305
976,0.834059
977,1.066693
978,1.180961
979,0.482905
980,1.332602
981,0.167866
982,0.477706
983,0.837789
984,1.074992
985,0.808181
986,-0.298677
987,0.055714
988,0.95887
989,0.166259
990,0.341646
991,0.820205
992,0.375352
993,-0.422796
994,1.242146
995,1.140756
996,0.619922
997,0.108594
998,0.325116
999,0.258728
1000,0.885309
1001,0.0
1002,0.0
1003,-0.122543
1004,0.0
1005,-0.739199
1006,1.040725
1007,0.926215
1008,-0.166851
1009,0.555246
1010,0.715477
1011,-0.402469
1012,0.0
1013,-0.076734
1014,-0.690704
1015,-0.178117
1016,-0.212046
1017,-0.515681
1018,0.218254
1019,0.0
1020,-0.668597
1021,-0.826836
1022,-0.19859
1023,0.063633
1024,-0.106461
1025,0.0
1026,0.116501
1027,0.359479
1028,0.422172
1029,0.335615
1030,-0.436337
1031,0.199006
1032,0.0
1033,0.963042
1034,0.316274
1035,0.2944
1036,0.0
1037,1.020253
1038,0.150884
1039,0.000314
1040,0.274754
1041,0.378616
1042,1.114046
1043,-0.158391
1044,1.166274
1045,-0.542333
1046,0.525891
1047,-1.192608
1048,0.997206
1049,-0.560276
1050,-0.612901
1051,0.107132
1052,0.132592
1053,0.709718
1054,0.712852
1055,1.280723
1056,1.435349
1057,0.614405
1058,0.465512
1059,0.864174
1060,0.424145
1061,0.270308
1062,0.593293
1063,0.63342
1064,-0.016922
1065,1.290007
1066,0.919717
1067,0.411174
1068,1.075955
1069,0.64037
1070,1.140174
1071,0.953382
1072,0.647083
1073,0.865231
1074,1.485157
1075,1.343604
1076,0.818067
1077,1.051632
1078,1.576864
1079,0.215793
1080,-0.352867
1081,-0.529611
1082,0.227282
1083,-0.379387
1084,0.327405
1085,-0.094171
1086,1.218538
1087,1.225457
1088,0.516623
1089,0.107161
1090,0.308161
1091,0.329808
1092,0.534406
1093,0.493848
1094,0.063706
1095,0.471186
1096,0.421754
1097,1.046014
1098,0.581185
1099,0.264954
1100,0.520003
1101,0.502371
1102,0.861944
1103,0.625949
1104,0.387082
1105,-0.49952
1106,1.251938
1107,0.824125
1108,1.982058
1109,-0.024477
1110,-0.023787
1111,-0.525406
1112,-0.002247
1113,-1.969883
1114,0.037405
1115,-0.262971
1116,0.442109
1117,-0.752577
1118,-0.475364
1119,-0.142027
1120,-0.95829
1121,-0.165261
1122,-0.703477
1123,0.179597
1124,0.191602
1125,0.389296
1126,-0.9558
1127,-0.276007
1128,-0.399746
1129,0.160161
1130,0.004517
1131,-0.724524
1132,-1.523947
1133,0.026138
1134,0.225722
1135,-0.147355
1136,-0.47546
1137,0.0
1138,0.478578
1139,0.0
1140,0.0
1141,0.0
1142,0.34264
1143,-1.526952
1144,0.0
1145,-0.094858
1146,0.069609
1147,-0.981061
1148,0.0
1149,0.276024
1150,-0.101023
1151,-0.133299
1152,0.0
1153,0.38756
1154,0.0
1155,0.0
1156,-1.252359
1157,0.283017
1158,-0.436937
1159,-0.194048
1160,0.265423
1161,-0.203046
1162,0.118543
1163,0.669726
1164,-0.23741
1165,-0.056226
1166,-0.50045
1167,-0.24885
1168,0.122752
1169,0.189662
1170,-1.783159
1171,-0.899831
1172,-0.42192
1173,-0.41344
1174,-0.147213
1175,-0.000115
1176,-0.469566
1177,-0.362933
1178,0.513781
1179,-0.446623
1180,-0.418515
1181,-1.404251
1182,0.0
1183,0.0
1184,-1.614181
1185,-0.346655
1186,-0.212125
1187,-0.232598
1188,0.42023
1189,0.0
1190,0.058162
1191,-0.144939
1192,0.930415
1193,0.0
1194,0.206779
1195,0.64568
1196,0.0
1197,-1.020116
1198,0.0
1199,-0.322783
1200,0.0
1201,0.286581
1202,0.067381
1203,-0.415978
1204,-0.693659
1205,0.912882
1206,0.0
1207,-0.386421
1208,-0.791476
1209,-0.089397
1210,-0.133959
1211,-0.364835
1212,-0.845817
1213,-0.64497
1214,0.0
1215,-0.530982
1216,-0.413033
1217,0.45803
1218,-0.855362
1219,-1.257176
1220,-0.66009
1221,-1.526515
1222,-0.183188
1223,-1.130002
1224,0.234357
1225,-0.635223
1226,0.053925
1227,-0.37449
1228,-0.807011
1229,0.796247
1230,0.070492
1231,0.0
1232,0.0
1233,-0.691726
1234,-1.089009
1235,-0.518669
1236,0.0
1237,0.0
1238,-0.408468
1239,0.0
1240,-0.056086
1241,-0.413691
1242,-0.479431
1243,-0.485517
1244,-0.420074
1245,-0.786653
1246,0.824929
1247,-0.870117
1248,-0.027008
1249,-0.184018
1250,-1.236868
1251,0.350837
1252,0.052015
1253,0.221571
1254,-0.145968
1255,-0.380764
1256,-0.796306
1257,-0.809072
1258,0.235688
1259,0.003986
1260,0.02558
1261,0.0
1262,-0.321543
1263,0.403285
1264,0.219054
1265,0.512022
1266,-0.192864
1267,0.025608
1268,-0.920153
1269,0.359266
1270,-0.589306
1271,-0.306619
1272,-1.683201
1273,-0.014339
1274,-0.708444
1275,-0.378036
1276,-2.597554
1277,-0.136066
1278,-0.207667
1279,-0.659327
1280,0.274168
1281,0.0
1282,0.0
1283,-0.111812
1284,-0.8156
1285,-0.702217
1286,-0.501886
1287,-0.760976
1288,-1.101158
1289,-0.167867
1290,-0.547798
1291,-0.106842
1292,-0.368963
1293,0.009238
1294,-0.562795
1295,-0.908938
1296,-0.483989
1297,-0.97148
1298,-0.552579
1299,-0.445379
1300,0.0
1301,-0.008343
1302,-0.207999
1303,0.212633
1304,-0.084593
1305,-0.117542
1306,-0.151287
1307,0.245398
1308,-1.004952
1309,-0.99324
1310,-1.135473
1311,-1.319507
1312,-0.393653
1313,-1.10081
1314,-0.584623
1315,0.141862
1316,-0.238669
1317,-0.598906
1318,-0.587663
1319,-1.267853
1320,-0.697855
1321,-1.016366
1322,-0.488133
1323,-0.740363
1324,0.036269
1325,-0.388654
1326,-0.779455
1327,-0.214948
1328,-0.125291
1329,-0.322843
1330,-0.549839
1331,-1.464357
1332,-0.805667
1333,-0.769649
1334,0.0
1335,0.030209
1336,-0.76096
1337,-0.032898
1338,-0.49636
1339,-0.44791
1340,-0.211929
1341,-0.887775
1342,0.146484
1343,-1.389291
1344,0.0
1345,0.460911
1346,0.516468
1347,-0.104331
1348,-0.828606
1349,0.307543
1350,-0.818136
1351,-0.499563
1352,-0.57222
1353,0.08078
1354,0.0
1355,-1.158631
1356,-0.537422
1357,0.01209
1358,-0.823543
1359,0.265852
1360,-0.627372
1361,-1.298578
1362,-0.629128
1363,0.105151
1364,0.341623
1365,-0.674255
1366,-0.698198
1367,-3.186745
1368,0.141651
1369,-0.821099
1370,-0.648388
1371,0.0
1372,-0.290889
1373,0.0
1374,-2.054883
1375,-0.772639
1376,0.0
1377,0.512421
1378,0.49036
1379,-0.236461
1380,1.380592
1381,-0.640427
1382,-0.763769
1383,-0.601997
1384,-0.777794
1385,-0.692374
1386,0.486349
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,-0.681252
1419,-0.226833
1420,-0.168008
1421,0.130334
1422,0.236073
1423,-0.386668
1424,0.121311
1425,0.107998
1426,-0.243867
1427,-0.473646
1428,-0.07066
1429,-0.13749
1430,-0.687248
1431,-0.22819
1432,0.016553
1433,0.10188
1434,0.111398
1435,-0.214558
1436,-0.653048
1437,-0.734485
1438,-0.082211
1439,-0.319934
1440,-0.18217
1441,0.197358
1442,0.501794
1443,-0.171364
1444,0.260443
1445,0.338606
1446,0.155867
1447,0.024692
1448,-0.274349
1449,-0.75095
1450,-0.795873
1451,-0.403635
1452,-0.310891
1453,-0.169702
1454,-1.117215
1455,-0.421267
1456,-0.319828
1457,-1.145779
1458,-0.351272
1459,-0.271196
1460,-1.384747
1461,-1.178059
1462,0.363906
1463,0.068902
1464,-0.673833
1465,0.107783
1466,-0.774786
1467,-0.28312
1468,-0.902962
1469,-1.590119
1470,-0.487108
1471,-0.636494
1472,-1.217553
1473,-1.934094
1474,-1.441506
1475,-1.035385
1476,-0.543279
1477,0.074825
1478,0.03583
1479,-1.051346
1480,-0.289499
1481,-0.461729
1482,-0.225096
1483,-0.750511
1484,0.120146
1485,0.0
1486,-0.334865
1487,-0.649831
1488,0.0
1489,-1.704369
1490,0.0
1491,0.0
1492,-1.193154
1493,0.068868
1494,0.77474
1495,-0.701987
1496,-0.854939
1497,-0.489855
1498,0.153831
1499,-1.343807
1500,-1.220394
1501,-0.298401
1502,-0.030878
1503,-0.008746
1504,0.107586
1505,-0.064772
1506,-0.183055
1507,-1.651105
1508,-0.479102
1509,-0.028433
1510,-0.139507
1511,-0.628034
1512,-0.942392
1513,-0.557983
1514,0.301447
1515,-0.824106
1516,-0.943037
1517,-0.21909
1518,0.237366
1519,-0.635894
1520,-0.180676
1521,-1.284292
1522,-1.325555
1523,-0.024371
1524,-0.942238
1525,-0.788893
1526,-0.5906
1527,-1.034364
1528,0.289273
1529,-0.014244
1530,-0.750912
1531,-0.336026
1532,0.38263
1533,0.242613
1534,-0.970274
1535,-0.390373
1536,0.183109
1537,0.121719
1538,0.161505
1539,-0.629203
1540,-0.636225
1541,-1.039118
1542,-0.778205
1543,-1.257269
1544,-0.612775
1545,-2.650298
1546,-0.317981
1547,0.265556
1548,-0.13633
1549,-0.25065
1550,-1.504316
1551,-0.839728
1552,-0.653066
1553,-0.491659
1554,0.561894
1555,-0.89975
1556,-1.43493
1557,-1.070906
1558,-1.58379
1559,-1.272711
1560,-0.959783
1561,0.154184
1562,-0.513256
1563,-0.818775
1564,-0.01693
1565,-0.722452
1566,-0.178954
1567,-0.785134
1568,-1.507615
1569,-0.680482
1570,-0.825295
1571,-0.965043
1572,-0.313583
1573,0.499453
1574,-0.317887
1575,0.394636
1576,0.229087
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,-1.170516
1582,-1.152917
1583,0.581372
1584,-1.227999
1585,0.0
1586,0.0
1587,-0.991879
1588,-0.840395
1589,-0.556912
1590,0.0
1591,-0.053519
1592,-0.717796
1593,-1.499412
1594,-1.224847
1595,-0.5918
1596,0.188341
1597,-0.780546
1598,-2.464607
1599,-0.678977
1600,-1.218538
1601,0.0
1602,-0.284784
1603,-0.671541
1604,-0.771437
1605,-0.058996
1606,0.0
1607,-0.529589
1608,0.073997
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.129474
1614,-1.155096
1615,-0.372089
1616,-0.618276
1617,-0.587574
1618,0.0
1619,0.0
1620,-0.685604
1621,0.0
1622,-0.0925
1623,-0.193956
1624,-0.476472
1625,-0.890448
1626,-0.589908
1627,-1.658468
1628,-0.247005
1629,-0.684107
1630,0.223921
1631,-0.968546
1632,-1.195821
1633,-0.628104
1634,-1.371914
1635,-0.722022
1636,-0.437678
1637,-1.554434
1638,-1.26776
1639,-1.132669
1640,-1.497469
1641,-0.599636
1642,-1.620393
1643,-1.326083
1644,-1.424915
1645,-0.885575
1646,0.242987
1647,0.0
1648,-0.347775
1649,-0.603833
1650,-1.032108
1651,-0.603856
1652,0.507857
1653,0.501122
1654,-0.786795
1655,-0.089658
1656,-0.197498
1657,-0.103764
1658,-0.280315
1659,0.267434
1660,-0.569784
1661,0.155711
1662,-0.350198
1663,0.319928
1664,0.050727
1665,-0.04222
1666,0.411732
1667,-0.051872
1668,0.016946
1669,-0.525297
1670,0.433817
1671,-0.882216
1672,-0.345773
1673,0.018914
1674,0.02559
1675,1.225138
1676,-0.37651
1677,-0.351034
1678,-0.332177
1679,0.128524
1680,0.0
1681,-0.858251
1682,-0.73751
1683,-0.554153
1684,0.0
1685,0.244038
1686,-0.170426
1687,0.010973
1688,-1.045105
1689,-0.599788
1690,-0.786109
1691,0.400252
1692,-1.228401
1693,-0.188304
1694,-0.973737
1695,-0.37336
1696,-0.061376
1697,0.395907
1698,0.105548
1699,-0.089214
1700,0.207918
1701,-0.090982
1702,-0.093766
1703,-0.269232
1704,-0.234219
1705,-0.409827
1706,0.255425
1707,-0.393393
1708,-0.350633
1709,0.11727
1710,-1.202323
1711,0.005134
1712,-0.189318
1713,0.304374
1714,-1.122134
1715,-1.14396
1716,-0.084099
1717,0.123871
1718,-0.272721
1719,-0.018095
1720,0.024017
1721,0.39539
1722,0.0
1723,-0.684769
1724,-0.019802
1725,-0.305284
1726,-0.463413
1727,-0.232039
1728,-1.107182
1729,0.217789
1730,-1.360894
1731,-0.268061
1732,-0.21316
1733,0.0
1734,0.075748
1735,0.0
1736,-1.603995
1737,0.030098
1738,-1.540451
1739,-0.315377
1740,-0.061542
1741,-0.387421
1742,-1.304438
1743,0.006064
1744,-1.432503
1745,-0.731465
1746,-1.152816
1747,-0.963285
1748,0.057968
1749,0.186818
1750,-0.544078
1751,0.018754
1752,-0.17576
1753,-1.700524
1754,-1.106909
1755,0.575328
1756,0.171712
1757,-0.405583
1758,-0.115434
1759,-1.009932
1760,-0.700085
1761,0.405238
1762,-0.532021
1763,-0.336128
1764,0.420956
1765,0.732115
1766,-0.733162
1767,-1.781428
1768,-0.585827
1769,-0.725442
1770,-1.356716
1771,-1.410926
1772,-0.294956
1773,-0.554974
1774,-0.947431
1775,-0.507205
1776,0.57399
1777,-1.150425
1778,0.424077
1779,0.0
1780,-0.416166
1781,-1.121411
1782,-0.64094
1783,-0.546441
1784,-0.421776
1785,0.0
1786,0.98239
1787,0.99313
