TAZ,hbw
1788,-1.261755
1789,0.0
1790,0.498044
1791,0.0
1792,-0.357387
1793,-0.601906
1794,-0.49138
1795,0.0
1796,-1.251973
1797,0.515112
1798,-0.182975
1799,-0.464542
1800,-0.381882
1801,-0.647743
1802,-2.268458
1803,-0.696391
1804,0.333428
1805,-0.463761
1806,0.587667
1807,0.0
1808,0.0
1809,-1.090018
1810,0.460151
1811,-1.309695
1812,-0.372426
1813,0.0
1814,0.333356
1815,0.647967
1816,0.0
1817,0.593929
1818,0.375673
1819,0.026811
1820,-0.566381
1821,-1.239521
1822,0.224483
1823,-0.829102
1824,0.0
1825,0.014857
1826,-0.586421
1827,0.167908
1828,-0.906114
1829,-0.979664
1830,-1.260889
1831,-0.226128
1832,0.274304
1833,-0.203301
1834,-0.313343
1835,0.054356
1836,-0.022899
1837,-0.108767
1838,-1.400218
1839,-0.092175
1840,-0.182735
1841,-0.518941
1842,0.047988
1843,0.76137
1844,0.152389
1845,0.970261
1846,0.270939
1847,-0.1003
1848,-1.110575
1849,-0.257099
1850,-0.277813
1851,0.8574
1852,-0.437128
1853,0.335896
1854,-0.489945
1855,-0.591178
1856,-0.330457
1857,0.518068
1858,-0.836492
1859,-1.855377
1860,-0.56018
1861,0.236951
1862,-0.855846
1863,-0.620925
1864,-0.229246
1865,-1.469586
1866,-0.648852
1867,-0.649017
1868,-1.400717
1869,-1.216419
1870,-0.4407
1871,-0.477182
1872,-1.397118
1873,-0.530827
1874,0.448258
1875,-0.830235
1876,0.117497
1877,-0.712978
1878,-0.156473
1879,-1.567392
1880,0.355437
1881,-1.100422
1882,-0.428633
1883,-1.535751
1884,-1.356447
1885,-1.456335
1886,-0.532999
1887,-0.75519
1888,-0.148085
1889,-0.486492
1890,-0.981565
1891,-1.728562
1892,-0.186211
1893,0.180895
1894,-0.064597
1895,0.727137
1896,-0.87555
1897,0.119208
1898,0.0
1899,0.248404
1900,-0.536967
1901,-1.013703
1902,0.498311
1903,-0.103789
1904,-1.178851
1905,-0.367159
1906,0.00239
1907,0.101522
1908,-1.035192
1909,0.0
1910,-0.803906
1911,0.0
1912,0.0
1913,0.322287
1914,-0.607839
1915,-0.134474
1916,-1.147906
1917,-0.746723
1918,-0.748528
1919,-0.315276
1920,0.0
1921,-0.320452
1922,-0.597767
1923,-0.68606
1924,0.158558
1925,0.075662
1926,-0.488963
1927,-0.8453
1928,-0.636355
1929,-0.415815
1930,-0.46351
1931,-0.514762
1932,0.0
1933,-0.635457
1934,-1.224201
1935,0.072151
1936,0.0
1937,-0.302512
1938,-0.465899
1939,-1.817827
1940,0.38164
1941,-1.092481
1942,-0.124577
1943,-1.423897
1944,0.882879
1945,-0.647091
1946,-0.309984
1947,0.0
1948,-0.912053
1949,-1.248071
1950,0.0
1951,-0.435338
1952,-0.184516
1953,-0.580565
1954,-0.702998
1955,-0.332026
1956,-0.56336
1957,-0.276937
1958,0.0
1959,-0.39002
1960,0.322298
1961,0.65799
1962,-0.108791
1963,-0.499676
1964,-0.116356
1965,-0.699388
1966,-1.304999
1967,-0.045244
1968,-0.861651
1969,-0.913214
1970,0.0
1971,-0.983921
1972,-0.474021
1973,-0.839499
1974,-0.874329
1975,-1.250343
1976,-0.122677
1977,-0.745677
1978,-1.31332
1979,-1.774074
1980,-1.516524
1981,-0.980668
1982,-1.360021
1983,-0.855435
1984,-0.857021
1985,-1.060088
1986,-0.613571
1987,1.082019
1988,-0.976617
1989,-0.323328
1990,-0.502487
1991,-0.055251
1992,-0.964445
1993,-0.929936
1994,-1.457406
1995,0.0
1996,-0.355019
1997,0.052856
1998,-0.312661
1999,0.35136
2000,-0.272361
2001,-0.819981
2002,-0.215594
2003,-1.496534
2004,-0.518467
2005,-1.028425
2006,-0.656035
2007,0.0
2008,-1.427993
2009,0.091528
2010,0.0
2011,-0.551118
2012,-1.04647
2013,-1.09401
2014,-0.699452
2015,-0.354436
2016,-0.569414
2017,-1.356516
2018,0.0
2019,-0.788054
2020,0.566238
2021,-0.629934
2022,-0.097702
2023,-0.651817
2024,-0.571437
2025,-0.733815
2026,-0.901356
2027,-0.359908
2028,-0.465184
2029,0.043064
2030,-0.382843
2031,-0.400825
2032,-0.949215
2033,-0.225569
2034,-0.78265
2035,-1.000976
2036,0.18049
2037,-1.167807
2038,-1.012008
2039,-0.708866
2040,-0.206992
2041,-0.604739
2042,-1.292799
2043,0.283352
2044,-1.173289
2045,-2.107195
2046,-0.847477
2047,-1.119908
2048,-0.701407
2049,-0.916576
2050,-0.283909
2051,-1.72191
2052,-1.35568
2053,-0.825929
2054,-0.961236
2055,-0.310599
2056,-1.56507
2057,-0.937048
2058,-0.759966
2059,-0.91531
2060,-2.139838
2061,-0.176842
2062,-1.030849
2063,-0.524264
2064,-0.714947
2065,-0.227984
2066,-0.99726
2067,-1.204433
2068,-0.038917
2069,-0.572058
2070,-0.89863
2071,0.005014
2072,-1.267569
2073,-0.113787
2074,-0.761894
2075,-0.641794
2076,-2.554945
2077,-1.788361
2078,-1.571548
2079,-1.162564
2080,0.958577
2081,-1.065816
2082,-1.130201
2083,-0.73521
2084,-1.594604
2085,-0.30941
2086,-1.121868
2087,-0.109424
2088,-2.43685
2089,-0.244143
2090,-0.197112
2091,-1.156121
2092,-0.886505
2093,-1.146915
2094,-0.429918
2095,-0.854125
2096,-0.699646
2097,-0.457772
2098,-0.842717
2099,-0.510286
2100,0.0
2101,-0.20024
2102,-0.946439
2103,-0.529602
2104,-1.226258
2105,-0.43862
2106,0.737947
2107,-1.41081
2108,-1.56126
2109,-3.953196
2110,-0.277267
2111,-1.408041
2112,-0.535205
2113,-1.13129
2114,-0.826823
2115,-2.463564
2116,-0.723168
2117,0.055834
2118,-1.553079
2119,-0.698651
2120,-0.45074
2121,-1.52321
2122,-0.259208
2123,-0.725688
2124,-0.609216
2125,-0.08542
2126,-0.841389
2127,-0.57675
2128,0.273455
2129,0.253227
2130,-1.479739
2131,0.397803
2132,-0.938167
2133,0.157886
2134,-1.410669
2135,-0.740562
2136,0.0
2137,1.207075
2138,0.0
2139,-0.390543
2140,-1.141903
2141,-1.161688
2142,-1.906963
2143,-1.970495
2144,-0.602951
2145,-1.18574
2146,0.30651
2147,-0.996614
2148,-0.417094
2149,-1.173391
2150,-0.498111
2151,-0.829672
2152,0.11713
2153,0.42395
2154,-0.657597
2155,0.463986
2156,-1.303484
2157,-1.090986
2158,-1.142342
2159,-0.920644
2160,-0.534841
2161,-0.788684
2162,-0.387805
2163,-1.00511
2164,-0.131696
2165,-1.499881
2166,-0.292364
2167,0.117479
2168,-0.223213
2169,0.141953
2170,-1.082233
2171,-0.777303
2172,-0.974484
2173,0.309451
2174,-0.492884
2175,-0.175869
2176,-0.422056
2177,-1.072284
2178,-0.355891
2179,-0.046729
2180,0.074799
2181,-0.239903
2182,-1.25933
2183,-1.549624
2184,-1.587696
2185,0.345006
2186,-0.607581
2187,-0.58952
2188,-1.298747
2189,-0.46837
2190,-0.186948
2191,-0.07656
2192,0.100331
2193,-0.751854
2194,-0.715547
2195,-1.198155
2196,-0.468965
2197,-0.111594
2198,-0.331717
2199,0.038082
2200,-1.219456
2201,-0.924411
2202,-0.31313
2203,-0.047232
2204,-0.258747
2205,0.0
2206,-0.199272
2207,-0.278327
2208,0.493185
2209,-1.126605
2210,-1.45351
2211,-1.504792
2212,-0.206535
2213,-0.408968
2214,-0.063759
2215,-0.467998
2216,-1.528921
2217,-1.706223
2218,-0.535987
2219,-1.090382
2220,-1.240749
2221,-0.320929
2222,-1.582396
2223,-0.808944
2224,-1.866074
2225,-0.871833
2226,-0.673975
2227,-1.511737
2228,-0.696663
2229,-0.492075
2230,-1.109174
2231,-1.086656
2232,-0.344529
2233,-0.546833
2234,-0.450478
2235,-0.025845
2236,-1.063301
2237,-0.472342
2238,-0.575979
2239,-0.224623
2240,-1.042712
2241,-1.250302
2242,-1.811171
2243,-1.27077
2244,-0.110897
2245,-0.540223
2246,-0.620611
2247,0.513244
2248,-2.13225
2249,-1.744563
2250,-0.110493
2251,-1.614703
2252,-1.196324
2253,-0.691737
2254,-0.052562
2255,-1.674696
2256,-1.049612
2257,-1.243378
2258,-1.236514
2259,-0.460133
2260,-0.883367
2261,0.07673
2262,-1.433038
2263,-0.227445
2264,-0.546516
2265,-0.593542
2266,-1.830321
2267,-0.996784
2268,-0.775962
2269,-0.237535
2270,-1.729177
2271,-1.092256
2272,0.03406
2273,-1.252884
2274,-1.371228
2275,-0.868
2276,-0.642589
2277,-2.484124
2278,-1.76735
2279,-0.762115
2280,-0.795504
2281,-1.505618
2282,0.0
2283,-0.182564
2284,-0.020162
2285,-0.218435
2286,0.019834
2287,-1.586302
2288,-0.085034
2289,-1.415476
2290,0.0
2291,-0.274495
2292,-1.425468
2293,-0.325457
2294,-0.548408
2295,-0.756431
2296,-2.461275
2297,0.069029
2298,0.106166
2299,-0.626026
2300,-2.170199
2301,-1.406885
2302,-1.03037
2303,-2.787518
2304,-0.848299
2305,-0.086267
2306,-1.018452
2307,0.073379
2308,-0.098882
2309,-1.623158
2310,-1.313602
2311,-0.258632
2312,0.341474
2313,-0.652394
2314,-0.597889
2315,-0.193404
2316,0.281753
2317,-1.361571
2318,-0.824509
2319,-0.208389
2320,0.964878
2321,-0.487222
2322,0.481907
2323,-1.289542
2324,-1.143056
2325,0.488705
2326,-0.451085
2327,-1.259434
2328,0.09037
2329,-1.229009
2330,-0.142878
2331,-1.328374
2332,-1.013819
2333,-1.167688
2334,-0.292192
2335,-0.234243
2336,-0.332921
2337,-1.860743
2338,-1.139087
2339,-0.274814
2340,-0.681141
2341,-0.580308
2342,-0.86139
2343,-1.052818
2344,-0.872527
2345,-0.207366
2346,0.092288
2347,-1.42982
2348,-0.783608
2349,0.389025
2350,-0.931758
2351,-0.214838
2352,0.543838
2353,-1.333825
2354,-0.599534
2355,-0.396454
2356,0.236066
2357,0.447388
2358,-0.021793
2359,-0.645137
2360,0.589676
2361,-0.470365
2362,-0.144112
2363,-0.378782
2364,-0.554579
2365,-0.88035
2366,-1.122063
2367,-0.848825
2368,-1.186738
2369,0.927232
2370,-0.006208
2371,-0.271875
2372,-0.214674
2373,-0.606829
2374,0.01033
2375,0.130138
2376,-0.679168
2377,0.00362
2378,1.172054
2379,-0.265215
2380,-0.582634
2381,-0.346337
2382,-0.88843
2383,-0.750277
2384,-0.474266
2385,-0.759679
2386,0.23644
2387,-0.268913
2388,-2.226274
2389,-0.021607
2390,-1.223052
2391,0.0
2392,-0.671504
2393,-1.673091
2394,0.0
2395,0.18248
2396,-0.26635
2397,-0.220215
2398,-0.566214
2399,0.0
2400,-1.002747
2401,-0.130158
2402,0.0
2403,0.565179
2404,0.168785
2405,0.0
2406,-0.548563
2407,1.088021
2408,0.0
2409,0.840762
2410,0.0
2411,-1.020181
2412,0.742281
2413,0.353709
2414,-0.561675
2415,0.0
2416,-0.228025
2417,-0.475037
2418,-1.76711
2419,-0.304786
2420,-0.161005
2421,-1.126685
2422,-0.856265
2423,-1.12555
2424,-1.422092
2425,0.084753
2426,0.374187
2427,0.819268
2428,0.147061
2429,0.047651
2430,0.038838
2431,0.502836
2432,0.678171
2433,-0.308788
2434,-0.371889
2435,0.344883
2436,-0.643054
2437,-1.261155
2438,-0.695135
2439,-0.55177
2440,-0.627993
2441,-0.275317
2442,0.0
2443,-0.453166
2444,0.434931
2445,0.829768
2446,0.0
2447,0.0
2448,0.612535
2449,-0.090852
2450,-1.155516
2451,0.140233
2452,-0.351339
2453,0.0
2454,0.042703
2455,-0.416569
2456,-0.326352
2457,0.534918
2458,0.414414
2459,-0.29966
2460,0.729397
2461,-0.020099
2462,0.841776
2463,-0.49317
2464,-0.377517
2465,-0.294934
2466,-0.950922
2467,-0.547761
2468,-0.280844
2469,-0.137835
2470,0.075781
2471,0.729012
2472,-0.889216
2473,-0.47304
2474,-0.581007
2475,-1.04392
2476,-1.929905
2477,0.157782
2478,-0.196437
2479,-0.376262
2480,-0.944643
2481,-0.862081
2482,-0.085046
2483,-0.426595
2484,0.063206
2485,-0.682825
2486,0.191244
2487,-0.286861
2488,-1.059293
2489,-0.589821
2490,-0.47997
2491,-0.498718
2492,-0.645507
2493,-0.368636
2494,-0.7271
2495,-0.281248
2496,-0.452195
2497,-0.820516
2498,-0.46985
2499,-0.49027
2500,-0.269719
2501,-0.573737
2502,-0.966896
2503,-1.082741
2504,-1.327685
2505,-0.719023
2506,0.549011
2507,-0.89089
2508,-1.49979
2509,-0.210416
2510,-0.828776
2511,0.058695
2512,-0.260107
2513,-0.866853
2514,-0.742444
2515,-0.441695
2516,0.737401
2517,-0.246459
2518,0.314259
2519,-0.521428
2520,-0.908711
2521,-0.99121
2522,-0.879771
2523,0.161587
2524,-0.513512
2525,-1.077677
2526,-0.566556
2527,-0.771543
2528,-0.102376
2529,-0.305533
2530,-0.3936
2531,-0.776752
2532,-0.02258
2533,0.212133
2534,-0.448956
2535,-0.35125
2536,0.119796
2537,-0.016613
2538,-0.140166
2539,-0.463019
2540,-0.791926
2541,-0.362813
2542,0.172342
2543,0.626466
2544,0.217725
2545,-0.111856
2546,-0.50093
2547,-0.78624
2548,-0.336941
2549,-0.804724
2550,-0.850871
2551,0.176674
2552,-0.850116
2553,-0.056568
2554,-0.238834
2555,-0.510805
2556,-0.508781
2557,0.298568
2558,-0.622148
2559,-1.736601
2560,-1.36818
2561,0.26603
2562,-0.093487
2563,0.115106
2564,0.475811
2565,0.441425
2566,0.301692
2567,0.537246
2568,0.122664
2569,-0.479531
2570,-0.409141
2571,0.297966
2572,-1.10008
2573,0.193154
2574,0.100136
2575,-1.184211
2576,0.0
2577,0.067879
2578,-0.400543
2579,0.344361
2580,-1.260972
2581,0.098214
2582,-0.731971
2583,0.189945
2584,-0.816974
2585,0.0
2586,-0.409398
2587,0.0
2588,-1.068457
2589,0.290156
2590,-1.499931
2591,-1.36606
2592,-0.804291
2593,-0.380209
2594,-0.531566
2595,0.258793
2596,-1.154388
2597,-1.431456
2598,0.0
2599,0.410049
2600,0.685835
2601,-0.09615
2602,-1.515943
2603,-1.43936
2604,0.22966
2605,0.467486
2606,0.208509
2607,0.474859
2608,0.361685
2609,0.698501
2610,0.270543
2611,0.016751
2612,0.32822
2613,0.108372
2614,0.523893
2615,-1.234863
2616,-0.305419
2617,-0.813734
2618,-1.053481
2619,-0.496181
2620,-1.335071
2621,-0.731504
2622,-0.984981
2623,-0.636915
2624,-0.375731
2625,-0.259018
2626,-1.538606
2627,-0.472584
2628,-0.603789
2629,-0.442689
2630,0.148379
2631,-0.902801
2632,-0.747296
2633,0.0
2634,-0.621763
2635,0.028547
2636,-0.190813
2637,-0.516402
2638,-1.155739
2639,0.328578
2640,0.803141
2641,-0.939241
2642,-0.413796
2643,-0.522974
2644,-0.893316
2645,-1.227734
2646,-0.98926
2647,-0.182471
2648,-0.370045
2649,-1.408211
2650,-2.911671
2651,0.0
2652,-1.819778
2653,-0.542484
2654,-0.019487
2655,-0.051547
2656,-0.596969
2657,-0.476026
2658,-0.535891
2659,-0.894414
2660,-0.768242
2661,0.528136
2662,-0.968934
2663,0.425127
2664,0.0
2665,0.61524
2666,-0.095643
2667,0.331588
2668,-1.657764
2669,0.072693
2670,0.864231
2671,-0.455736
2672,-0.085793
2673,-0.466735
2674,-0.040466
2675,-0.461988
2676,0.827689
2677,-0.195866
2678,-0.685404
2679,-0.59093
2680,0.249018
2681,-1.177987
2682,0.176389
2683,-0.83096
2684,-0.547194
2685,-1.54263
2686,0.037097
2687,0.350622
2688,0.052571
2689,0.04218
2690,-0.955828
2691,-0.312681
2692,-1.050099
2693,-0.339621
2694,0.443345
2695,-0.357777
2696,-0.362199
2697,-0.233056
2698,-0.106217
2699,-0.824271
2700,-0.308316
2701,-0.414015
2702,0.0
2703,0.402632
2704,-0.662692
2705,-0.66557
2706,-1.553666
2707,0.130667
2708,0.879005
2709,0.54892
2710,-0.84184
2711,-0.768093
2712,-0.468194
2713,-0.843725
2714,-0.945616
2715,-0.373328
2716,-1.326511
2717,-0.058572
2718,-0.833858
2719,-1.363134
2720,-0.548953
2721,-0.789227
2722,-0.305401
2723,-0.746062
2724,-0.60071
2725,-1.60469
2726,0.304965
2727,-1.221602
2728,-0.119221
2729,-0.143257
2730,-0.574671
2731,0.264903
2732,0.004158
2733,-0.006341
2734,-0.124204
2735,-0.037002
2736,-0.469309
2737,0.672356
2738,0.135134
2739,-0.10968
2740,0.894005
2741,-0.049065
2742,0.275906
2743,0.29819
2744,-1.006821
2745,-0.093212
2746,0.425353
2747,0.0
2748,-0.429447
2749,-1.056164
2750,-0.569205
2751,-1.277389
2752,-0.667803
2753,-0.298129
2754,-0.934157
2755,-0.836281
2756,-0.351081
2757,-0.196251
2758,0.0
2759,-0.391948
2760,-0.718666
2761,-1.605019
2762,0.495849
2763,-0.112183
2764,-0.192591
2765,-1.522935
2766,0.018379
2767,-0.768562
2768,-0.055962
2769,-0.378774
2770,-0.48608
2771,0.003591
2772,-0.082614
2773,-1.160775
2774,-0.985855
2775,-0.630615
2776,-0.04753
2777,-1.25229
2778,-0.923389
2779,0.196759
2780,0.0
2781,0.318434
2782,-2.051883
2783,0.0
2784,-0.847852
2785,-0.288564
2786,-1.018904
2787,-1.20207
2788,-0.168507
2789,-0.496849
2790,-0.978419
2791,0.375232
2792,-1.540143
2793,0.579366
2794,0.314789
2795,0.012772
2796,0.050571
2797,-0.775617
2798,-0.401333
2799,0.025596
2800,-0.684054
2801,0.334515
2802,-1.588826
2803,0.673783
2804,-0.168366
2805,0.780735
2806,1.134417
2807,0.883121
2808,0.249496
2809,1.728492
2810,-0.464209
2811,0.0
2812,-1.169845
2813,1.631857
2814,1.160108
2815,0.056471
2816,-0.291949
2817,0.971514
2818,0.284621
2819,0.514327
2820,-0.532476
2821,0.45684
2822,-0.144032
2823,-0.518889
2824,-0.737662
2825,-0.137257
2826,0.922844
2827,-0.477359
2828,0.04386
2829,-0.91033
2830,0.044161
2831,1.338374
2832,-1.668674
2833,-2.400354
2834,0.551798
2835,0.788079
2836,0.644934
2837,0.966913
2838,0.605343
2839,0.800333
2840,1.193266
2841,0.651564
2842,0.399149
2843,0.171378
2844,0.0
2845,0.0
2846,-0.207215
2847,0.903186
2848,-0.825774
2849,-0.317833
2850,-0.138939
2851,-0.375606
2852,-0.446013
2853,-0.458373
2854,1.02902
2855,0.0
2856,0.0
2857,0.010577
2858,0.458284
2859,0.163831
2860,0.849257
2861,0.223232
2862,0.058071
2863,-0.163951
2864,0.191485
2865,-0.783331
2866,0.271169
2867,-0.256093
2868,-0.855137
2869,-0.529597
2870,0.923192
2871,-0.279393
2872,0.109422
2873,1.248488
2874,-1.147111
2875,0.999298
2876,0.922125
2877,-1.192738
2878,0.693952
2879,-0.36684
2880,0.0
2881,0.0
2882,0.327772
2883,-0.259854
2884,-0.851826
2885,-0.308346
2886,0.608112
2887,0.125416
2888,0.0
2889,0.0
2890,0.236408
2891,-0.453958
2892,0.384595
2893,-0.048075
2894,-0.0019
2895,0.569556
2896,0.244099
2897,0.0
2898,0.890553
2899,0.0
2900,0.141726
2901,1.154661
2902,-0.036693
2903,-0.460999
2904,0.06725
2905,-0.971669
2906,0.242801
2907,-0.017936
2908,-0.355606
2909,-0.588812
2910,-0.154247
2911,-0.141065
2912,-0.809018
2913,-0.657904
2914,-0.097986
2915,-0.303924
2916,0.087144
2917,-0.178019
2918,-0.120948
2919,0.058883
2920,0.454864
2921,0.773852
2922,1.255935
2923,0.372152
2924,1.1873
2925,0.941855
2926,0.385699
2927,-0.269807
2928,0.789319
2929,0.904614
2930,1.203055
2931,-0.250841
2932,0.107468
2933,0.8031
2934,-0.409828
2935,0.701507
2936,1.074475
2937,-0.192693
2938,-0.506027
2939,-0.326032
2940,0.342731
2941,0.02542
2942,-0.338079
2943,0.841457
2944,0.650658
2945,0.94641
2946,0.057647
2947,0.129806
2948,1.174785
2949,0.007238
2950,1.23924
2951,0.064693
2952,0.721823
2953,1.528404
2954,-1.406919
2955,0.405501
2956,0.275513
2957,0.135977
2958,0.68233
2959,0.388605
2960,0.919969
2961,0.607354
2962,1.279761
2963,0.965604
2964,0.726479
2965,0.004759
2966,0.106183
2967,0.001827
2968,0.47265
2969,0.373326
2970,1.150473
2971,0.372641
2972,0.889296
2973,0.209922
2974,-0.69312
2975,0.415807
2976,1.139928
2977,0.50596
2978,1.219458
2979,0.387248
2980,0.367951
2981,-0.560145
2982,1.042883
2983,0.707915
2984,0.279219
2985,0.654237
2986,0.83504
2987,0.895414
2988,1.203046
2989,1.25889
2990,1.150423
2991,-0.040631
2992,0.417839
2993,0.134871
2994,0.0
2995,1.007192
2996,0.233003
2997,1.18852
2998,0.103465
2999,0.288299
3000,0.559886
3001,0.818956
3002,0.722654
3003,0.565283
3004,0.931144
3005,0.773293
3006,-0.454666
3007,0.047143
3008,0.352768
3009,0.707492
3010,0.977218
3011,0.0
3012,0.734391
3013,0.121245
3014,0.057805
3015,0.0
3016,0.0
3017,-0.706391
3018,-0.524061
3019,0.0
3020,0.07834
3021,0.0
3022,0.0
3023,-0.115665
3024,0.452751
3025,-0.685376
3026,0.714599
3027,0.0
3028,0.0
3029,1.031319
3030,0.576626
3031,-0.553254
3032,0.161937
3033,0.0
3034,0.0
3035,0.0
3036,-0.575557
3037,0.0
3038,-0.692489
3039,0.355072
3040,-0.426824
3041,-0.46998
3042,0.0
3043,0.0
3044,-0.604719
3045,-1.029459
3046,-0.890324
3047,0.0
3048,0.0
3049,-0.470757
3050,-0.385203
3051,-0.427556
3052,-0.634577
3053,0.0
3054,-0.680539
3055,-0.064879
3056,0.365369
3057,0.257029
3058,-0.002491
3059,0.107404
3060,-0.03945
3061,0.254147
3062,0.686046
3063,0.343881
3064,0.300051
3065,0.0
3066,0.0
3067,0.0
3068,0.80716
3069,1.077432
3070,-0.356195
3071,0.763995
3072,0.925817
3073,-0.063542
3074,0.0
3075,-0.227293
3076,-0.418303
3077,0.456981
3078,0.0
3079,0.0
3080,0.0
3081,0.0
3082,0.0
3083,0.348836
3084,0.0
3085,0.0
3086,0.0
3087,0.0
3088,0.270483
3089,0.082922
3090,1.079611
3091,0.600699
3092,0.90308
3093,0.0
3094,0.877603
3095,1.256366
3096,0.0
3097,0.0
3098,0.0
3099,0.0
3100,0.0
3101,0.0
3102,0.0
3103,0.0
3104,0.0
3105,0.0
3106,0.0
3107,0.0
3108,0.0
3109,0.0
3110,0.0
3111,0.0
3112,0.0
3113,0.0
3114,0.0
3115,0.0
3116,0.0
3117,0.0
3118,0.0
3119,0.0
3120,0.0
3121,0.0
3122,0.0
3123,0.0
3124,0.0
3125,0.0
3126,0.0
3127,0.0
3128,0.0
3129,0.0
3130,0.0
3131,0.0
3132,0.0
3133,0.0
3134,0.0
3135,0.0
3136,0.0
3137,0.0
3138,0.0
3139,0.0
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,0.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.0
3506,0.0
3507,0.0
3508,0.0
3509,0.0
3510,0.0
3511,0.0
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
3520,0.0
3521,0.0
3522,0.0
3523,0.0
3524,0.0
3525,0.0
3526,0.0
3527,0.0
3528,0.0
3529,0.0
3530,0.0
3531,0.0
3532,0.0
3533,0.0
3534,0.0
3535,0.0
3536,0.0
3537,0.0
3538,0.0
3539,0.0
3540,0.0
3541,0.0
3542,0.0
3543,0.0
3544,0.0
3545,0.0
3546,0.0
3547,0.0
3548,0.0
3549,0.0
3550,0.0
3551,0.0
3552,0.0
3553,0.0
3554,0.0
3555,0.0
3556,0.0
3557,0.0
3558,0.0
3559,0.0
3560,0.0
3561,0.0
3562,0.0
3563,0.0
3564,0.0
3565,0.0
3566,0.0
3567,0.0
3568,0.0
3569,0.0
3570,0.0
3571,0.0
3572,0.0
3573,0.0
3574,0.0
3575,0.0
3576,0.0
3577,0.0
3578,0.0
3579,0.0
3580,0.0
3581,0.0
3582,0.0
3583,0.0
3584,0.0
3585,0.0
3586,0.0
3587,0.0
3588,0.0
3589,0.0
3590,0.0
3591,0.0
3592,0.0
3593,0.0
3594,0.0
3595,0.0
3596,0.0
3597,0.0
3598,0.0
3599,0.0
3600,0.0
