node_id,zone_id,x_coord,y_coord
1,1,-79.207968,35.858511
2,2,-79.16262,35.82148
3,3,-79.144215,35.853835
4,4,-79.108711,35.853376
5,5,-79.09874,35.836521
6,6,-79.112692,35.819797
7,7,-79.090478,35.819931
8,8,-79.144562,35.789827
9,9,-79.102143,35.803909
10,10,-79.129335,35.805639
11,11,-79.071072,35.750109
12,12,-79.070123,35.763635
13,13,-79.042124,35.796036
14,14,-79.083942,35.791732
15,15,-79.074671,35.811282
16,16,-79.043953,35.820393
17,17,-79.076843,35.828291
18,18,-79.041604,35.846486
19,19,-79.079044,35.846432
20,20,-79.235975,35.807838
21,21,-79.274174,35.79369
22,22,-79.338036,35.793682
23,23,-79.189401,35.779442
24,24,-79.222011,35.769687
25,25,-79.351774,35.765976
26,26,-79.283457,35.752926
27,27,-79.365843,35.740129
28,28,-79.310452,35.719226
29,29,-79.259665,35.706352
30,30,-79.151549,35.653589
31,31,-79.203915,35.637915
32,32,-78.976319,35.728532
33,33,-78.921506,35.840109
34,34,-78.963921,35.854267
35,35,-78.924338,35.857134
36,36,-78.943088,35.806867
37,37,-78.952624,35.771855
38,38,-78.987878,35.768026
39,39,-78.984583,35.740537
40,40,-78.985521,35.788657
41,41,-79.019779,35.857498
42,42,-79.009813,35.818572
43,43,-78.990902,35.85566
44,44,-78.973854,35.701066
45,45,-79.057721,35.657151
46,46,-79.044154,35.628376
47,47,-78.995762,35.635919
48,48,-79.002927,35.58244
49,49,-79.025864,35.609154
50,50,-79.013183,35.668143
51,51,-78.994828,35.55344
52,52,-78.946066,35.566879
53,53,-79.065947,35.613475
54,54,-79.090165,35.657386
55,55,-79.077484,35.634855
56,56,-79.178533,35.768709
57,57,-79.182124,35.725375
58,58,-79.205116,35.753986
59,59,-79.191209,35.73765
60,60,-79.207868,35.733409
61,61,-79.216587,35.743349
62,62,-79.143576,35.726012
63,63,-79.154081,35.762223
64,64,-79.110203,35.779428
65,65,-79.170283,35.726774
66,66,-79.138356,35.735248
67,67,-79.122036,35.767663
68,68,-79.095337,35.739761
69,69,-79.1483,35.711978
70,70,-79.171895,35.715282
71,71,-79.182741,35.717622
72,72,-79.21583,35.71366
73,73,-79.210089,35.678012
74,74,-79.169739,35.691362
75,75,-79.117843,35.685041
76,76,-79.111348,35.717053
77,77,-79.069176,35.716527
78,78,-79.005431,35.911415
79,79,-79.001874,35.896877
80,80,-78.993609,35.895912
81,81,-78.838317,35.8728
82,82,-78.853944,35.868542
83,83,-78.8473,35.882499
84,84,-78.851704,35.879844
85,85,-78.858843,35.891773
86,86,-78.944932,36.009393
87,87,-78.891068,36.023878
88,88,-78.887323,36.017417
89,89,-78.890811,36.018395
90,90,-78.887552,36.024105
91,91,-78.883394,36.030376
92,92,-78.882985,36.025155
93,93,-78.900745,36.036734
94,94,-78.898331,36.032199
95,95,-78.893096,36.024898
96,96,-78.893441,36.016576
97,97,-78.902732,36.026578
98,98,-78.903083,36.023286
99,99,-78.908695,36.032099
100,100,-78.910524,36.023808
101,101,-78.909439,36.026764
102,102,-78.907226,36.038279
103,103,-78.88843,36.010758
104,104,-78.881431,36.010364
105,105,-78.873357,36.009283
106,106,-78.883311,36.006842
107,107,-78.890421,36.006848
108,108,-78.888704,36.004945
109,109,-78.898389,36.004304
110,110,-78.90198,36.004352
111,111,-78.894269,36.01475
112,112,-78.892962,36.006057
113,113,-78.895147,36.006699
114,114,-78.898518,36.007378
115,115,-78.90252,36.018259
116,116,-78.909253,36.018959
117,117,-78.915888,36.018873
118,118,-78.914464,36.022126
119,119,-78.915448,36.015115
120,120,-78.915685,36.011043
121,121,-78.902226,36.014875
122,122,-78.906784,36.015054
123,123,-78.897166,36.011626
124,124,-78.901463,36.011454
125,125,-78.90711,36.011504
126,126,-78.902388,36.008652
127,127,-78.908713,36.00693
128,128,-78.931869,36.025039
129,129,-78.926088,36.025973
130,130,-78.926157,36.022945
131,131,-78.920976,36.02259
132,132,-78.918899,36.025076
133,133,-78.931685,36.01992
134,134,-78.922111,36.019391
135,135,-78.925583,36.019817
136,136,-78.939691,36.024989
137,137,-78.945086,36.02108
138,138,-78.938607,36.019923
139,139,-78.930021,36.016536
140,140,-78.922963,36.016392
141,141,-78.926023,36.008217
142,142,-78.923509,36.00765
143,143,-78.920418,36.006815
144,144,-78.947273,36.018206
145,145,-78.929226,36.009854
146,146,-78.931681,36.011736
147,147,-78.927244,36.014547
148,148,-78.923649,36.014774
149,149,-78.932321,36.015125
150,150,-78.920295,36.014063
151,151,-78.923323,36.011085
152,152,-78.920779,36.008593
153,153,-78.929815,36.014448
154,154,-78.920904,36.005289
155,155,-78.925912,36.00654
156,156,-78.932786,36.008163
157,157,-78.92337,36.001574
158,158,-78.928539,36.003227
159,159,-78.920539,36.001303
160,160,-78.918045,36.004157
161,161,-78.918005,35.998866
162,162,-78.915184,36.001893
163,163,-78.91595,35.993641
164,164,-78.922398,35.988782
165,165,-78.927015,35.979118
166,166,-78.923243,35.983882
167,167,-78.939847,35.979448
168,168,-78.944242,35.982666
169,169,-78.936658,35.987449
